sample_index,cluster,true_label
16,0,1
251,0,0
13,0,1
433,1,1
292,0,0
204,0,0
237,1,1
51,0,0
176,0,0
316,0,0
259,1,1
331,0,0
340,0,0
265,1,1
3,1,1
520,0,0
268,0,0
198,1,1
473,0,0
54,0,1
96,0,0
359,0,0
409,0,0
470,0,0
128,0,0
357,0,0
390,0,0
226,0,0
326,0,0
524,0,0
77,1,1
306,0,0
233,1,1
297,0,1
124,0,0
431,0,0
529,0,0
52,0,0
327,0,0
404,0,0
532,0,0
45,1,1
243,0,0
42,1,1
499,1,1
138,1,1
299,0,0
195,0,0
197,0,1
542,0,0
274,1,1
9,1,1
401,0,0
150,0,0
392,1,1
289,0,0
467,0,0
364,0,0
257,1,1
186,1,1
279,0,0
486,0,0
25,1,1
300,1,1
562,1,1
84,0,0
168,1,1
246,0,0
504,0,0
158,0,0
398,0,0
435,1,1
121,1,1
425,0,0
135,0,1
267,0,0
113,0,0
27,1,1
337,1,1
97,0,0
526,0,0
315,0,0
72,1,1
384,0,0
309,0,0
207,1,1
213,0,1
485,0,0
386,0,0
330,1,1
387,0,0
110,0,0
102,0,0
312,0,0
184,0,1
260,1,1
146,1,1
397,0,0
170,0,0
33,1,1
134,1,1
436,0,0
211,0,0
173,0,0
76,0,0
161,1,1
417,1,1
463,0,0
367,0,0
5,1,1
224,0,0
247,0,0
62,1,1
65,1,1
67,0,0
298,0,0
24,1,1
104,0,0
120,0,0
129,1,1
355,0,0
519,0,0
14,1,1
407,0,0
428,0,0
515,0,0
28,1,1
43,1,1
413,0,0
210,1,1
440,0,0
183,0,0
371,0,0
261,0,1
66,0,0
421,0,0
278,0,0
362,0,0
98,0,0
531,0,0
187,0,0
450,0,0
228,0,0
311,0,0
552,0,0
115,0,0
202,1,1
114,0,0
455,0,0
86,0,1
493,0,0
348,0,0
256,1,1
447,0,0
288,0,0
550,0,0
528,0,0
369,1,1
160,0,0
163,0,0
272,1,1
181,1,1
540,0,0
75,0,1
41,0,1
35,1,1
89,0,0
286,0,0
442,0,0
322,0,0
223,1,1
95,1,1
339,1,1
551,0,0
61,0,0
358,0,0
424,0,0
376,0,0
108,1,1
338,0,0
370,1,1
310,0,0
510,0,0
484,0,0
125,0,0
535,1,1
408,1,1
242,0,0
53,1,1
561,0,0
482,0,0
229,1,1
361,0,0
353,1,1
481,0,0
343,1,1
166,0,0
488,0,0
439,0,0
90,0,0
188,0,0
118,1,1
140,0,0
85,1,1
18,1,1
73,0,1
449,1,1
426,0,0
167,1,1
111,0,0
231,0,0
119,1,1
69,0,0
144,0,0
466,0,0
106,0,0
516,1,1
107,0,0
555,0,0
48,0,0
262,1,1
558,0,0
227,0,0
342,0,0
443,0,0
241,0,0
83,1,1
388,0,0
471,0,0
382,0,0
305,0,0
452,0,0
548,0,0
30,1,1
117,1,1
567,1,1
250,1,1
127,1,1
199,1,1
304,0,0
502,0,0
323,1,1
373,1,1
391,0,0
209,0,0
492,1,1
234,0,0
378,0,0
32,1,1
285,0,0
11,1,1
0,1,1
131,1,1
145,0,0
432,1,1
201,1,1
437,0,0
79,0,0
565,1,1
235,0,0
147,0,0
517,1,1
17,1,1
402,0,0
503,1,1
411,0,0
313,0,0
180,1,1
496,0,0
219,1,1
214,1,1
254,1,1
566,0,1
143,0,0
60,0,0
434,0,0
281,0,0
240,0,0
217,0,0
441,1,1
271,0,0
275,0,0
396,0,0
423,0,0
157,0,0
494,0,0
46,0,0
203,1,1
498,1,1
319,0,0
1,1,1
194,0,1
508,0,0
477,0,0
175,0,0
512,1,1
174,0,0
399,0,0
543,0,0
239,1,1
307,0,0
332,0,0
105,1,1
469,0,0
366,1,1
380,0,0
249,0,0
19,0,0
151,0,0
82,1,1
356,0,0
472,0,0
293,0,0
375,1,0
206,0,0
478,0,0
15,1,1
465,0,0
47,1,1
557,0,0
518,0,0
6,1,1
490,0,0
501,1,1
321,1,1
468,1,1
416,0,0
236,1,1
4,1,1
126,0,1
541,0,0
448,0,0
80,0,0
303,0,0
290,0,0
2,1,1
461,1,1
459,0,0
252,1,1
377,0,0
530,0,0
444,1,1
88,0,0
58,0,0
193,1,1
521,1,1
57,1,1
155,0,0
381,0,0
220,0,0
91,0,1
523,0,0
258,1,1
506,0,0
389,1,1
248,0,0
536,0,1
507,0,0
350,0,0
50,0,0
244,1,1
232,0,0
403,0,0
185,0,0
56,1,1
273,0,0
475,0,0
36,1,1
301,0,0
295,0,0
537,0,0
8,1,1
379,1,1
525,0,0
405,0,0
314,0,0
196,1,1
255,0,1
453,0,0
156,1,1
351,1,1
171,0,1
137,0,0
141,1,1
103,0,0
40,0,1
497,0,0
101,0,0
400,1,1
544,0,0
64,1,1
320,0,0
212,1,1
165,0,0
372,1,1
328,1,1
336,0,0
462,0,0
169,0,0
454,0,0
133,0,0
559,0,0
152,0,0
287,0,0
360,0,0
394,0,0
352,1,1
266,0,0
341,0,0
122,1,1
149,0,0
200,0,0
20,0,0
489,1,1
302,1,1
474,0,0
12,1,1
225,0,0
446,1,1
491,0,0
68,0,0
263,0,1
182,1,1
418,0,0
26,1,1
44,0,1
419,0,0
545,0,0
78,1,1
368,1,1
395,0,0
563,1,1
23,1,1
365,1,1
556,0,0
412,0,0
238,0,0
31,1,1
344,0,0
374,0,0
283,1,1
334,0,0
445,0,0
385,0,1
284,0,0
514,0,1
546,0,0
142,0,0
538,0,0
406,0,0
430,1,1
460,1,1
276,0,0
335,1,1
500,0,0
191,0,0
553,0,0
547,0,0
221,0,0
148,0,0
172,1,1
354,0,0
29,1,1
522,0,0
10,0,1
55,0,0
414,0,1
317,1,1
178,0,0
81,1,0
136,0,0
21,0,0
205,1,1
480,0,0
230,1,1
564,1,1
457,0,0
495,0,0
363,0,0
427,0,0
63,0,0
270,0,0
527,0,0
38,0,1
132,1,1
539,0,0
422,0,0
159,0,0
109,0,0
189,0,0
264,1,1
513,0,0
153,0,0
112,0,0
291,0,0
49,0,0
93,0,0
59,0,0
87,1,1
509,1,1
549,0,0
92,0,0
333,0,0
324,0,0
192,0,0
37,0,0
415,0,0
458,0,0
476,0,0
215,1,1
253,1,1
164,1,1
345,0,0
34,1,1
123,0,0
464,0,0
483,0,0
99,0,1
438,0,0
71,0,0
456,0,0
280,1,1
451,1,1
349,0,0
420,0,0
139,0,0
100,0,1
294,0,0
296,0,0
177,1,1
479,1,1
245,0,0
511,0,0
487,1,1
218,1,1
179,0,0
560,0,0
70,1,1
533,1,1
154,0,0
505,0,0
329,1,1
554,0,0
410,0,0
534,0,0
190,1,1
383,0,0
7,1,1
429,0,0
39,0,1
162,1,1
277,1,1
318,0,0
568,0,0
308,0,0
208,0,0
216,0,0
346,0,0
74,0,0
94,1,1
393,1,1
282,1,1
347,0,0
116,0,0
130,0,0
269,0,0
325,0,0
222,0,0
22,1,1
