0.75,2.6,1360.0,150,11.8817,1045.5,166.0,1056.25,113.0,1692.0,1267.5,13.6,48.875
0.791667,2.0,1292.25,112,9.39716,954.75,103.0,1173.75,92.0,1558.75,972.25,13.3,47.7
0.833333,2.2,1402.0,88,8.99782,939.25,131.0,1140.0,114.0,1554.5,1074.0,11.9,53.975
0.875,2.2,1375.5,80,9.2288,948.25,172.0,1092.0,122.0,1583.75,1203.25,11.0,60.0
0.916667,1.6,1272.25,51,6.51822,835.5,131.0,1205.0,116.0,1490.0,1110.0,11.15,59.575
0.958333,1.2,1197.0,38,4.74101,750.25,89.0,1336.5,96.0,1393.0,949.25,11.175,59.175
0.0,1.2,1185.0,31,3.6244,689.5,62.0,1461.75,77.0,1332.75,732.5,11.325,56.775
0.0416667,1.0,1136.25,31,3.32668,672.0,62.0,1453.25,76.0,1332.75,729.5,10.675,60.0
0.0833333,0.9,1094.0,24,2.33942,608.5,45.0,1579.0,60.0,1276.0,619.5,10.65,59.675
0.208333,0.7,1066.0,8,1.13343,512.0,16.0,1918.0,28.0,1182.0,421.75,11.0,56.175
0.25,0.7,1051.75,16,1.60377,553.25,34.0,1738.25,48.0,1221.25,471.5,10.45,58.125
0.291667,1.1,1144.0,29,3.24362,667.0,98.0,1489.75,82.0,1339.0,729.75,10.2,59.6
0.333333,2.0,1333.25,64,8.01377,899.75,174.0,1136.0,112.0,1517.0,1101.5,10.75,57.425
0.375,2.2,1351.0,87,9.54064,960.25,129.0,1079.0,101.0,1582.75,1027.75,10.5,60.6
0.416667,1.7,1233.25,77,6.33578,827.25,112.0,1218.0,98.0,1445.75,859.75,10.8,58.35
0.458333,1.5,1178.75,43,4.97158,762.0,95.0,1327.5,92.0,1361.75,670.5,10.5,57.925
0.5,1.6,1236.0,61,5.21692,774.25,104.0,1301.25,95.0,1401.25,664.0,9.525,66.775
0.541667,1.9,1285.5,63,7.26993,868.5,146.0,1162.25,112.0,1536.75,799.0,8.3,76.425
0.583333,2.9,1371.0,164,11.539,1033.5,207.0,983.25,128.0,1730.25,1036.5,8.0,81.15
0.625,2.2,1310.0,79,8.82622,932.5,184.0,1081.75,126.0,1646.5,946.25,8.325,79.8
0.666667,2.2,1291.75,95,8.30141,911.5,193.0,1102.5,131.0,1590.75,956.75,9.7,71.15
0.708333,2.9,1383.0,150,11.1516,1019.75,243.0,1008.0,135.0,1718.75,1104.0,9.775,67.625
0.75,4.8,1580.75,307,20.7992,1318.5,281.0,798.5,151.0,2083.0,1408.5,10.35,64.175
0.791667,6.9,1775.5,461,27.3598,1487.75,383.0,702.25,172.0,2332.5,1704.0,9.65,69.3
0.833333,6.1,1640.0,401,24.0178,1404.0,351.0,742.75,165.0,2191.25,1653.75,9.65,67.75
0.875,3.9,1312.75,197,12.7794,1076.25,240.0,957.25,136.0,1706.5,1284.75,9.125,63.975
0.916667,1.5,964.5,61,4.70707,748.5,94.0,1325.25,85.0,1332.5,821.0,8.175,63.4
0.958333,1.0,912.75,26,2.64572,629.25,47.0,1564.5,53.0,1252.25,551.75,8.25,60.825
0.0,1.7,1080.25,55,5.8548,805.0,122.0,1253.5,97.0,1375.0,815.5,8.325,58.525
0.0416667,1.9,1043.75,53,6.3743,829.0,133.0,1247.25,110.0,1378.25,831.5,7.725,59.675
0.0833333,1.4,987.75,40,4.13234,718.0,82.0,1395.5,91.0,1303.5,691.5,7.125,61.8
0.208333,0.6,847.25,7,1.02241,501.25,30.0,1894.5,44.0,1154.75,394.0,6.275,64.975
0.25,0.8,927.0,17,1.83043,571.25,56.0,1684.75,71.0,1222.75,486.5,6.75,62.95
0.291667,1.4,1090.5,33,4.35934,730.25,109.0,1387.0,104.0,1360.75,748.25,6.45,65.075
0.333333,4.4,1587.0,202,17.8656,1235.5,307.0,896.5,141.0,1900.25,1400.25,7.325,63.15
0.416667,3.1,1350.25,208,14.027,1117.5,187.0,912.0,122.0,1711.75,1237.0,13.225,41.75
0.458333,2.7,1262.75,166,11.6456,1037.25,216.0,969.0,143.0,1598.25,1166.5,14.325,38.45
0.5,2.1,1206.25,114,10.2247,986.0,143.0,1034.5,113.0,1537.0,959.0,15.025,36.5
0.541667,2.5,1251.5,140,11.0399,1015.75,160.0,1007.5,116.0,1592.75,983.0,16.1,34.475
0.583333,2.7,1287.0,169,12.8164,1077.5,163.0,948.75,123.0,1660.25,1060.75,16.275,35.725
