122.0,11.0,255.0,0.513725488,0.999999993,0.651006707,7.0,4.0,1.0,1.0,4.815686275,8.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1300.0,243.875,1300.0,843300.0,286512.5,1300.0,3480.370953,2311.560464,1200.0,1200.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.406638882,0.025012316,0.025065937,0.025000672,0.518282194,0.426515152,0.279545455,0.035294118,0.0,1.0,0.0,0.341666667,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
69.0,10.0,1242.0,0.442996742,0.999999999,0.662356321,4.0,4.0,1.0,0.0,4.547504026,4.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,957.0,249.25,5700.0,843300.0,282950.0,2167.278572,3439.427971,2635.548468,1300.0,7500.0,2850.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05000024,0.050000345,0.799997851,0.050000146,0.050001418,0.435738803,0.046803857,0.034621578,0.018518519,0.651515152,0.348484848,0.318151616,0.1,1.0,-0.340277778,-1.0,-0.05,0.9,-0.6,0.4,0.6
640.0,10.0,938.0,0.456684491,0.999999998,0.61129568,21.0,1.0,0.0,0.0,5.481876333,5.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1200.0,507.4,1900.0,617900.0,216020.0,1167.363636,4826.19802,3228.943796,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.839999641,0.040000151,0.040000079,0.040000071,0.040000058,0.398205954,0.206937315,0.066098081,0.003198294,0.953846154,0.046153846,0.304515431,0.033333333,1.0,-0.215740741,-0.388888889,-0.125,0.5,0.5,0.0,0.5
64.0,13.0,286.0,0.583038867,0.999999994,0.749999996,6.0,2.0,1.0,1.0,4.363636364,7.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,473.0,66.71428571,11700.0,843300.0,271728.5714,2063.938462,3436.25146,2752.335864,1300.0,1500.0,1400.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.028571498,0.60108836,0.028572689,0.028645808,0.313121645,0.486882716,0.12037037,0.055944056,0.020979021,0.727272727,0.272727273,0.359375,0.05,0.7,-0.416666667,-0.8,-0.1875,0.0,0.0,0.5,0.0
241.0,12.0,384.0,0.59408602,0.999999996,0.722891563,15.0,4.0,9.0,1.0,4.604166667,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1100.0,277.69875,8900.0,843300.0,442100.0,2960.0,7228.736095,4961.174105,1500.0,3100.0,2300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025627226,0.025007281,0.025037083,0.899139301,0.02518911,0.610434704,0.166761364,0.046875,0.015625,0.75,0.25,0.415909091,0.136363636,1.0,-0.491666667,-1.0,-0.2,0.357142857,0.0,0.142857143,0.0
664.0,7.0,177.0,0.594117644,0.99999999,0.721649477,3.0,3.0,15.0,1.0,4.169491525,10.0,0.0,0.0,0.0,0.0,1.0,0.0,217.0,2500.0,608.5555556,0.0,617900.0,87370.0,0.0,4305.201439,2763.619606,2800.0,6300.0,4550.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.020128259,0.176874966,0.020029618,0.02038428,0.762582877,0.418741259,0.158391608,0.050847458,0.0,1.0,0.0,0.251010101,0.136363636,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
520.0,5.0,356.0,0.566951565,0.999999996,0.653846151,8.0,2.0,1.0,0.0,5.084269663,5.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,378.0,126.8,13700.0,843300.0,221580.0,2679.154739,3596.4,3052.139851,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040385835,0.040245138,0.242942783,0.040290412,0.636135832,0.37974026,0.108993506,0.028089888,0.014044944,0.666666667,0.333333333,0.265844156,0.1,0.5,-0.151111111,-0.3,-0.05,0.0,0.0,0.5,0.0
303.0,12.0,568.0,0.506172839,0.999999997,0.675757574,2.0,2.0,2.0,0.0,4.508802817,9.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,550.0,164.7777778,3700.0,843300.0,212433.3333,1476.0,3578.493087,2815.768611,2100.0,2100.0,2100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222532,0.022233203,0.383618721,0.022222447,0.549703097,0.49680295,0.14895182,0.045774648,0.01584507,0.742857143,0.257142857,0.331753247,0.1,0.6,-0.141820988,-0.333333333,-0.1,0.1,-0.1,0.4,0.1
37.0,9.0,258.0,0.737068962,0.999999994,0.857142852,9.0,3.0,1.0,20.0,4.914728682,10.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,616.0,150.8,6500.0,843300.0,235240.0,1689.113208,5550.40167,3704.915378,1400.0,1400.0,1400.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020474991,0.020008421,0.150945609,0.618547026,0.190023952,0.616468254,0.234589947,0.042635659,0.011627907,0.785714286,0.214285714,0.481601732,0.2,1.0,-0.308333333,-0.6,-0.125,0.0,0.0,0.5,0.0
33.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1000.0,237.4316667,25500.0,843300.0,601716.6667,3405.697196,6993.205177,5760.957538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.035720989,0.033347086,0.033333526,0.864264966,0.033333434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
