sample_index,cluster,true_label
4756,1,1
8446,5,6
3413,7,4
2973,1,1
1985,6,9
8515,4,6
3735,1,1
10224,9,10
9964,4,2
12966,2,7
5094,1,1
8190,4,6
11676,4,10
485,4,9
5838,8,1
8649,6,2
4790,0,1
8885,7,2
7519,6,6
2372,4,9
9500,10,2
1991,6,9
12791,2,8
380,6,9
9397,4,2
148,1,9
10181,9,10
11428,3,10
12346,2,3
3132,8,1
10945,9,10
6709,5,6
472,6,9
3408,0,4
3851,1,1
11648,4,10
7697,1,6
2170,6,9
2371,4,9
6109,0,1
10483,9,10
10184,9,10
3024,1,1
5887,0,1
5862,0,1
3798,7,1
12726,2,8
5472,1,1
12921,4,7
9303,6,2
1453,7,9
1637,4,9
3606,0,1
9489,7,2
11740,4,10
12268,2,3
8838,6,2
708,6,9
2057,6,9
5619,8,1
1639,6,9
2485,6,9
10571,3,10
3487,8,1
7168,5,6
10409,9,10
12459,4,3
5810,7,1
10710,3,10
6581,6,6
7714,6,6
3495,0,1
11939,3,10
4037,8,1
3839,0,1
12817,2,8
1478,6,9
6482,6,6
7390,6,6
8681,6,2
12573,2,3
6990,4,6
9509,6,2
2314,7,9
3139,7,1
1024,6,9
6652,6,6
12022,2,10
10473,3,10
8866,10,2
7547,6,6
1768,6,9
12893,4,7
1056,6,9
471,6,9
11923,8,10
11687,4,10
468,6,9
4644,8,1
7318,5,6
1086,6,9
7994,6,6
4017,8,1
565,6,9
2051,6,9
10132,2,10
13014,3,7
10038,9,10
2045,6,9
10200,9,10
8018,5,6
3900,8,1
838,6,9
6949,1,6
1514,7,9
3903,8,1
7816,6,6
9695,4,2
11759,4,10
3897,0,1
11546,2,10
10659,3,10
2545,6,9
1216,7,9
10836,3,10
9053,4,2
6054,1,1
253,6,9
4618,8,1
5188,8,1
5806,1,1
2885,0,4
7397,5,6
1986,1,9
9822,6,2
12097,2,3
3509,7,1
590,1,9
10119,9,10
10356,3,10
3923,8,1
6509,6,6
10526,9,10
3889,0,1
4561,1,1
9744,4,2
3397,0,4
7582,6,6
685,1,9
6255,5,6
1290,6,9
6426,4,6
156,6,9
8556,5,6
