sample_index,cluster,true_label
4756,2,1
8446,1,6
3413,10,4
2973,2,1
1985,0,9
8515,7,6
3735,2,1
10224,9,10
9964,7,2
12966,3,7
5094,2,1
8190,7,6
11676,7,10
485,7,9
5838,5,1
8649,0,2
4790,8,1
8885,10,2
7519,0,6
2372,7,9
9500,4,2
1991,0,9
12791,3,8
380,7,9
9397,0,2
148,2,9
10181,9,10
11428,6,10
12346,3,3
3132,5,1
10945,9,10
6709,1,6
472,0,9
3408,8,4
3851,2,1
11648,7,10
7697,2,6
2170,0,9
2371,7,9
6109,8,1
10483,9,10
10184,9,10
3024,2,1
5887,5,1
5862,8,1
3798,8,1
12726,3,8
5472,2,1
12921,7,7
9303,0,2
1453,10,9
1637,7,9
3606,8,1
9489,0,2
11740,7,10
12268,3,3
8838,8,2
708,7,9
2057,0,9
5619,5,1
1639,0,9
2485,0,9
10571,6,10
3487,5,1
7168,1,6
10409,9,10
12459,7,3
5810,8,1
10710,6,10
6581,7,6
7714,0,6
3495,5,1
11939,3,10
4037,5,1
3839,7,1
12817,3,8
1478,0,9
6482,0,6
7390,8,6
8681,7,2
12573,3,3
6990,7,6
9509,7,2
2314,10,9
3139,0,1
1024,0,9
6652,0,6
12022,6,10
10473,6,10
8866,4,2
7547,0,6
1768,0,9
12893,7,7
1056,0,9
471,8,9
11923,5,10
11687,7,10
468,0,9
4644,5,1
7318,1,6
1086,0,9
7994,0,6
4017,5,1
565,0,9
2051,0,9
10132,3,10
13014,3,7
10038,9,10
2045,0,9
10200,9,10
8018,1,6
3900,5,1
838,0,9
6949,1,6
1514,10,9
3903,5,1
7816,0,6
9695,7,2
11759,7,10
3897,5,1
11546,3,10
10659,6,10
2545,0,9
1216,10,9
10836,9,10
9053,7,2
6054,2,1
253,0,9
4618,5,1
5188,5,1
5806,2,1
2885,8,4
7397,1,6
1986,2,9
9822,0,2
12097,3,3
3509,10,1
590,2,9
10119,9,10
10356,6,10
3923,5,1
6509,0,6
10526,9,10
3889,8,1
4561,2,1
9744,7,2
3397,8,4
7582,10,6
685,2,9
6255,1,6
1290,0,9
6426,7,6
156,0,9
8556,1,6
8026,7,6
6569,1,6
12576,7,3
10344,9,10
12130,6,3
10673,7,10
12797,3,8
10843,9,10
9158,4,2
12195,3,3
12383,3,3
11896,0,10
5223,5,1
5240,8,1
4175,5,1
12892,7,7
4811,8,1
11395,6,10
4372,5,0
3190,2,1
9890,2,2
3687,2,1
2123,0,9
10215,3,10
219,7,9
6615,0,6
878,0,9
9622,7,2
4299,2,1
4705,2,1
322,10,9
2515,7,9
6049,5,1
4078,2,1
11954,6,10
11929,0,10
7810,5,6
7687,7,6
8005,1,6
9522,4,2
39,7,9
10091,9,10
11698,7,10
5290,5,1
5325,2,1
1708,0,9
9307,7,2
1505,0,9
3399,10,1
7511,7,6
537,7,9
9165,2,2
12539,7,3
4629,5,1
9278,7,2
2730,0,9
2875,2,4
11005,9,10
10522,6,10
371,0,9
2370,0,9
4597,5,1
636,0,9
12873,3,7
497,10,9
11485,6,10
12389,3,3
3935,5,1
575,10,9
7249,7,6
10306,9,10
1808,0,9
2651,7,9
5363,7,0
2556,2,9
12679,7,8
1908,0,9
1915,0,9
135,0,9
2082,0,9
5596,7,0
11566,6,10
9083,7,2
4785,5,1
6678,7,6
73,7,9
3542,5,1
8206,7,6
8842,4,2
4297,5,1
3435,5,1
6586,10,6
12894,3,7
7939,4,6
6585,10,6
1959,0,9
5343,2,1
3627,2,1
5878,7,1
5972,2,0
10793,9,10
9434,2,2
9375,3,2
11482,9,10
8452,8,6
6857,2,6
1484,0,9
9901,7,2
11226,6,10
3152,2,1
11303,9,10
3852,2,1
12671,7,8
1419,10,9
3420,0,4
4143,5,1
7280,0,6
7960,7,6
3135,8,1
670,0,9
5898,0,1
455,0,9
8100,7,6
415,0,9
11487,6,10
9792,7,2
8963,4,2
5646,5,1
3727,2,1
12360,3,3
2325,0,9
10064,7,10
7485,0,6
2841,4,0
12158,6,3
4326,5,1
11685,7,10
10950,0,10
278,2,9
10580,9,10
4616,8,1
7351,7,6
11779,9,10
3388,10,4
6567,1,6
9009,2,2
12587,7,3
8162,7,6
5902,5,1
6662,1,6
7312,10,6
6187,1,6
8776,0,2
9281,0,2
2934,2,1
4602,8,1
8055,7,6
11652,7,10
9072,0,2
4712,8,1
6682,1,6
10560,6,10
12520,4,3
10230,9,10
1824,0,9
9050,8,2
12437,7,3
2380,0,9
10842,9,10
7668,0,6
6480,1,6
1925,10,9
8048,7,6
11720,9,10
1508,0,9
12748,3,8
9005,4,2
1631,2,9
419,7,9
9406,4,2
2947,0,4
7736,0,6
5719,8,1
7774,1,6
11571,7,10
11667,7,10
10665,6,10
12025,7,10
10401,9,10
9425,7,2
9480,4,2
1207,0,9
4565,7,0
8304,8,6
3993,7,1
5539,5,1
12953,3,7
9758,7,2
8359,0,6
6502,7,6
4381,8,1
364,0,9
5592,8,1
8921,4,2
8538,1,6
7430,0,6
10335,3,10
9314,0,2
1132,10,9
9426,0,2
11475,3,10
1922,0,9
8492,7,6
4283,5,1
5119,5,1
10534,9,10
3295,5,1
586,0,9
5381,5,1
5340,10,1
11440,6,10
9002,7,2
6537,1,6
10505,9,10
401,0,9
11236,6,10
3561,8,1
6096,8,1
3171,5,1
10586,6,10
131,2,9
9619,0,2
8780,7,2
3912,8,1
5028,8,1
6648,0,6
1525,0,9
5641,2,1
5319,8,1
4405,7,1
10020,0,10
2015,0,9
3450,5,1
2571,0,9
12912,7,7
8529,0,6
8218,0,6
7049,0,6
5899,2,1
12321,7,3
4066,5,1
277,2,9
4357,8,1
10776,9,10
3706,10,1
605,0,9
7601,0,6
12975,7,7
7988,1,6
1362,0,9
8165,1,6
3642,5,1
6133,1,6
2271,0,9
9363,0,2
11494,0,10
10439,6,10
3581,2,1
9600,4,2
7542,8,6
304,0,9
667,0,9
6785,10,6
3172,2,1
5655,8,1
9028,4,2
6890,1,6
12616,3,3
9253,0,2
734,7,9
9222,4,2
3268,2,1
10167,3,10
3203,10,4
11616,3,10
9219,10,2
10102,6,10
