sample_index,cluster,true_label
4756,10,1
8446,3,6
3413,10,4
2973,10,1
1985,0,9
8515,5,6
3735,10,1
10224,3,10
9964,0,2
12966,1,7
5094,10,1
8190,5,6
11676,5,10
485,6,9
5838,2,1
8649,7,2
4790,0,1
8885,7,2
7519,6,6
2372,0,9
9500,3,2
1991,6,9
12791,1,8
380,6,9
9397,6,2
148,10,9
10181,9,10
11428,9,10
12346,1,3
3132,2,1
10945,9,10
6709,3,6
472,6,9
3408,6,4
3851,10,1
11648,5,10
7697,10,6
2170,0,9
2371,0,9
6109,6,1
10483,9,10
10184,9,10
3024,10,1
5887,2,1
5862,5,1
3798,6,1
12726,1,8
5472,10,1
12921,2,7
9303,6,2
1453,7,9
1637,5,9
3606,6,1
9489,3,2
11740,5,10
12268,1,3
8838,0,2
708,6,9
2057,0,9
5619,2,1
1639,6,9
2485,6,9
10571,9,10
3487,2,1
7168,8,6
10409,9,10
12459,5,3
5810,6,1
10710,9,10
6581,0,6
7714,6,6
3495,2,1
11939,9,10
4037,2,1
3839,5,1
12817,1,8
1478,6,9
6482,0,6
7390,0,6
8681,6,2
12573,1,3
6990,5,6
9509,6,2
2314,7,9
3139,0,1
1024,0,9
6652,6,6
12022,1,10
10473,9,10
8866,1,2
7547,3,6
1768,7,9
12893,5,7
1056,0,9
471,6,9
11923,2,10
11687,5,10
468,7,9
4644,2,1
7318,8,6
1086,7,9
7994,6,6
4017,2,1
565,6,9
2051,7,9
10132,1,10
13014,9,7
10038,1,10
2045,7,9
10200,1,10
8018,8,6
3900,2,1
838,7,9
6949,8,6
1514,7,9
3903,2,1
7816,6,6
9695,5,2
11759,5,10
3897,2,1
11546,9,10
10659,9,10
2545,6,9
1216,7,9
10836,9,10
9053,0,2
6054,10,1
253,6,9
4618,2,1
5188,2,1
5806,10,1
2885,6,4
7397,8,6
1986,10,9
9822,6,2
12097,1,3
3509,10,1
590,7,9
10119,9,10
10356,9,10
3923,2,1
6509,6,6
10526,9,10
3889,5,1
4561,10,1
9744,5,2
3397,6,4
7582,6,6
685,7,9
6255,8,6
1290,0,9
6426,5,6
156,7,9
8556,8,6
8026,5,6
6569,8,6
12576,5,3
10344,9,10
12130,9,3
10673,5,10
12797,1,8
10843,1,10
9158,3,2
12195,9,3
12383,1,3
11896,7,10
5223,2,1
5240,2,1
4175,2,1
12892,5,7
4811,0,1
11395,9,10
4372,2,0
3190,10,1
9890,10,2
3687,10,1
2123,6,9
10215,1,10
219,6,9
6615,7,6
878,0,9
9622,5,2
4299,10,1
4705,10,1
322,6,9
2515,6,9
6049,2,1
4078,10,1
11954,9,10
11929,7,10
7810,2,6
7687,5,6
8005,8,6
9522,3,2
39,5,9
10091,9,10
11698,5,10
5290,2,1
5325,0,1
1708,0,9
9307,5,2
1505,0,9
3399,7,1
7511,5,6
537,5,9
9165,10,2
12539,5,3
4629,2,1
9278,5,2
2730,6,9
2875,10,4
11005,9,10
10522,9,10
371,6,9
2370,0,9
4597,2,1
636,0,9
12873,1,7
497,7,9
11485,9,10
12389,1,3
3935,2,1
575,7,9
7249,5,6
10306,9,10
1808,6,9
2651,5,9
5363,0,0
2556,10,9
12679,5,8
1908,0,9
1915,6,9
135,7,9
2082,0,9
5596,5,0
11566,9,10
9083,5,2
4785,2,1
6678,5,6
73,6,9
3542,2,1
8206,5,6
8842,3,2
4297,2,1
3435,2,1
6586,3,6
12894,1,7
7939,3,6
6585,3,6
1959,0,9
5343,10,1
3627,10,1
5878,5,1
5972,10,0
10793,9,10
9434,4,2
9375,1,2
11482,6,10
8452,2,6
6857,6,6
1484,6,9
9901,7,2
11226,9,10
3152,10,1
11303,9,10
3852,10,1
