sample_index,cluster,true_label
4756,7,1
8446,2,6
3413,8,4
2973,7,1
1985,1,9
8515,4,6
3735,7,1
10224,10,10
9964,4,2
12966,3,7
5094,7,1
8190,4,6
11676,4,10
485,5,9
5838,6,1
8649,1,2
4790,0,1
8885,5,2
7519,1,6
2372,4,9
9500,9,2
1991,5,9
12791,3,8
380,5,9
9397,4,2
148,7,9
10181,10,10
11428,3,10
12346,3,3
3132,6,1
10945,10,10
6709,8,6
472,5,9
3408,0,4
3851,7,1
11648,4,10
7697,7,6
2170,5,9
2371,4,9
6109,0,1
10483,10,10
10184,10,10
3024,7,1
5887,0,1
5862,0,1
3798,8,1
12726,3,8
5472,7,1
12921,4,7
9303,5,2
1453,1,9
1637,4,9
3606,0,1
9489,8,2
11740,4,10
12268,3,3
8838,5,2
708,5,9
2057,5,9
5619,6,1
1639,5,9
2485,5,9
10571,3,10
3487,6,1
7168,2,6
10409,10,10
12459,4,3
5810,0,1
10710,3,10
6581,5,6
7714,5,6
3495,0,1
11939,3,10
4037,6,1
3839,0,1
12817,3,8
1478,5,9
6482,5,6
7390,5,6
8681,5,2
12573,3,3
6990,4,6
9509,5,2
2314,1,9
3139,5,1
1024,5,9
6652,5,6
12022,3,10
10473,3,10
8866,9,2
7547,1,6
1768,1,9
12893,4,7
1056,5,9
471,5,9
11923,6,10
11687,4,10
468,5,9
4644,6,1
7318,2,6
1086,5,9
7994,5,6
4017,6,1
565,5,9
2051,5,9
10132,3,10
13014,3,7
10038,10,10
2045,1,9
10200,10,10
8018,2,6
3900,6,1
838,5,9
6949,2,6
1514,8,9
3903,6,1
7816,5,6
9695,4,2
11759,4,10
3897,0,1
11546,3,10
10659,3,10
2545,1,9
1216,1,9
10836,10,10
9053,4,2
6054,7,1
253,5,9
4618,6,1
5188,6,1
5806,7,1
2885,0,4
7397,2,6
1986,7,9
9822,5,2
12097,3,3
3509,8,1
590,1,9
10119,10,10
10356,3,10
3923,6,1
6509,5,6
10526,10,10
3889,0,1
4561,7,1
9744,4,2
3397,0,4
7582,1,6
685,1,9
6255,2,6
1290,5,9
6426,4,6
156,5,9
8556,2,6
8026,4,6
6569,2,6
12576,4,3
10344,10,10
12130,3,3
10673,4,10
12797,3,8
10843,10,10
9158,9,2
12195,3,3
12383,3,3
11896,1,10
5223,0,1
5240,0,1
4175,6,1
12892,4,7
4811,8,1
11395,3,10
4372,6,0
3190,7,1
9890,7,2
3687,8,1
2123,5,9
10215,3,10
219,5,9
6615,1,6
878,5,9
9622,4,2
4299,7,1
4705,7,1
322,8,9
2515,5,9
6049,6,1
4078,7,1
11954,3,10
11929,1,10
7810,6,6
7687,4,6
8005,2,6
9522,9,2
39,4,9
10091,10,10
11698,4,10
5290,6,1
5325,7,1
1708,5,9
9307,4,2
1505,5,9
3399,8,1
7511,4,6
537,4,9
9165,8,2
12539,4,3
4629,6,1
9278,4,2
2730,5,9
2875,7,4
11005,10,10
10522,3,10
371,5,9
2370,5,9
4597,6,1
636,5,9
12873,3,7
497,8,9
11485,3,10
12389,3,3
3935,6,1
575,8,9
7249,4,6
10306,10,10
1808,5,9
2651,4,9
5363,4,0
2556,7,9
12679,4,8
1908,5,9
1915,5,9
135,1,9
2082,5,9
5596,4,0
11566,10,10
9083,4,2
4785,6,1
6678,4,6
73,4,9
3542,6,1
8206,4,6
8842,9,2
4297,6,1
3435,6,1
6586,8,6
12894,3,7
7939,9,6
6585,8,6
1959,5,9
5343,7,1
3627,7,1
5878,6,1
5972,7,0
10793,10,10
9434,7,2
9375,9,2
11482,10,10
8452,5,6
6857,1,6
1484,5,9
9901,4,2
11226,10,10
3152,7,1
11303,10,10
3852,7,1
12671,4,8
1419,1,9
3420,5,4
4143,6,1
7280,5,6
7960,8,6
3135,0,1
670,1,9
5898,1,1
455,5,9
8100,4,6
415,5,9
11487,3,10
9792,4,2
8963,5,2
5646,6,1
3727,7,1
12360,3,3
2325,5,9
10064,4,10
7485,5,6
2841,7,0
12158,3,3
4326,6,1
11685,4,10
10950,1,10
278,1,9
10580,10,10
4616,0,1
7351,5,6
11779,10,10
3388,8,4
6567,2,6
9009,1,2
12587,4,3
8162,5,6
5902,6,1
6662,2,6
7312,8,6
6187,2,6
8776,1,2
9281,5,2
2934,7,1
4602,0,1
8055,4,6
11652,4,10
9072,5,2
4712,4,1
6682,2,6
10560,3,10
12520,9,3
10230,10,10
1824,5,9
9050,5,2
12437,4,3
2380,5,9
10842,10,10
7668,5,6
6480,2,6
1925,1,9
8048,4,6
11720,10,10
1508,5,9
12748,3,8
9005,9,2
1631,7,9
419,5,9
9406,9,2
2947,5,4
7736,5,6
5719,8,1
7774,8,6
11571,4,10
11667,4,10
10665,3,10
12025,4,10
10401,10,10
9425,4,2
9480,9,2
1207,5,9
4565,4,0
8304,0,6
3993,4,1
5539,6,1
12953,3,7
9758,4,2
8359,5,6
6502,4,6
4381,0,1
364,5,9
5592,0,1
8921,9,2
8538,2,6
7430,1,6
10335,3,10
9314,5,2
1132,1,9
9426,5,2
11475,3,10
1922,5,9
8492,4,6
4283,6,1
5119,6,1
10534,10,10
3295,6,1
586,5,9
5381,6,1
5340,8,1
11440,3,10
9002,4,2
6537,2,6
10505,10,10
401,1,9
11236,3,10
3561,0,1
6096,7,1
3171,6,1
10586,10,10
131,1,9
9619,1,2
8780,4,2
3912,0,1
5028,0,1
6648,5,6
1525,5,9
5641,7,1
5319,0,1
4405,4,1
10020,5,10
2015,5,9
3450,6,1
2571,5,9
12912,4,7
8529,5,6
8218,1,6
7049,5,6
5899,7,1
12321,4,3
4066,6,1
277,1,9
4357,0,1
10776,10,10
3706,7,1
605,5,9
7601,5,6
12975,4,7
7988,2,6
1362,5,9
8165,2,6
3642,6,1
6133,2,6
2271,5,9
9363,1,2
11494,5,10
10439,3,10
3581,5,1
9600,9,2
7542,0,6
304,1,9
667,1,9
6785,8,6
3172,7,1
5655,8,1
9028,9,2
6890,2,6
12616,3,3
9253,5,2
734,6,9
9222,9,2
3268,7,1
10167,3,10
3203,8,4
11616,3,10
9219,8,2
10102,3,10
3904,8,1
10355,3,10
529,4,9
6301,8,6
11345,4,10
10489,3,10
8541,5,6
6027,0,1
9535,8,2
9994,3,10
5755,8,1
6493,2,6
3599,0,1
12439,4,3
174,5,9
1978,5,9
7670,5,6
7021,2,6
8702,0,2
7185,5,6
6677,2,6
2333,5,9
4683,5,0
869,4,9
12607,4,3
9204,5,2
4566,8,1
8689,9,2
8939,9,2
695,1,9
9936,9,2
6359,8,6
9780,8,2
5772,0,1
5096,7,1
3321,7,1
12395,3,3
7500,5,6
9274,5,2
3913,4,1
4198,8,1
6725,2,6
8585,5,6
11502,3,10
2462,1,9
6943,4,6
4796,8,1
11437,4,10
2058,5,9
5768,6,1
12964,3,7
457,1,9
5322,8,1
7240,5,6
12796,3,8
10783,3,10
8447,2,6
3634,0,1
2772,0,9
9761,5,2
3693,0,1
8846,9,2
439,5,9
6950,2,6
10951,10,10
11612,4,10
5831,7,1
7811,8,6
6760,4,6
7442,8,6
2038,5,9
9609,1,2
3505,8,1
2152,5,9
5385,7,1
3218,8,4
2528,5,9
9248,1,2
4027,6,1
9722,9,2
11821,1,10
4825,6,1
9927,5,2
11600,10,10
9592,9,2
1904,1,9
533,1,9
12498,4,3
2422,5,9
3303,7,1
9819,4,2
1694,5,9
1764,1,9
10008,3,10
3758,7,1
9092,9,2
1344,0,9
7821,5,6
10413,10,10
5990,7,1
9757,5,2
9877,4,2
5339,6,1
11498,10,10
6175,2,6
6664,2,6
1300,5,9
11113,5,10
1079,4,9
8503,2,6
229,1,9
5131,0,1
10885,3,10
3748,7,1
5093,7,1
147,7,9
4214,6,1
10804,10,10
3023,6,1
4368,6,1
5312,6,1
9477,7,2
8308,6,6
2540,5,9
10462,10,10
8523,5,6
133,1,9
12060,10,10
10631,3,10
9147,7,2
8449,2,6
9926,8,2
4636,8,1
5146,7,1
8111,4,6
7186,4,6
8225,4,6
2568,7,9
11115,10,10
2112,7,9
9694,9,2
12347,3,3
12278,3,3
8865,5,2
10346,3,10
10765,10,10
7309,2,6
9513,0,2
1235,5,9
7870,5,6
3700,7,1
267,0,9
12839,10,8
4192,4,1
12264,4,3
10703,4,10
12318,4,3
10133,3,10
11603,4,10
4305,8,1
9647,1,2
1642,1,9
7438,1,6
4628,7,1
856,5,9
192,7,9
4346,8,1
7841,4,6
10417,3,10
9182,9,2
3991,8,1
8732,4,2
4685,6,1
11589,3,10
2803,1,9
3568,8,1
8526,5,6
3173,7,1
10022,3,10
11797,5,10
9905,9,2
6231,1,6
12874,10,7
5279,6,1
6636,4,6
5474,7,1
9387,4,2
5449,0,1
5611,0,1
9061,4,2
3410,8,1
2676,1,9
7775,8,6
2783,4,9
3584,7,1
3195,7,1
10470,3,10
12808,10,8
4686,6,1
1690,5,9
8094,7,6
2667,1,9
7114,8,6
3690,7,1
4006,7,1
1638,5,9
810,5,9
8113,8,6
2472,4,9
11867,3,10
6866,9,6
2991,8,4
6801,5,6
3276,7,1
10978,4,10
1227,1,9
7363,2,6
8107,8,6
4662,6,1
10902,4,10
10543,3,10
8366,4,6
7153,4,6
7618,5,6
2634,5,9
8679,9,2
8564,5,6
8537,2,6
3256,7,1
836,5,9
7979,9,6
9054,5,2
10702,3,10
5636,0,1
1157,8,9
12828,4,8
10664,3,10
2480,5,9
12005,10,10
7731,2,6
10921,10,10
8485,4,6
1183,8,9
349,5,9
459,5,9
5036,0,1
7225,5,6
12589,5,3
3549,5,1
5015,6,1
2682,1,9
7698,4,6
3043,6,1
7981,2,6
12898,4,7
1965,5,9
162,7,9
3473,6,1
11346,4,10
6985,2,6
11125,3,10
1340,1,9
735,6,9
2598,5,9
10701,4,10
4923,0,1
3059,7,4
11360,4,10
7322,8,6
1536,5,9
11649,3,10
2219,5,9
10775,10,10
8455,4,6
438,5,9
8275,4,6
2101,1,9
5072,7,1
284,5,9
1650,5,9
2926,0,4
11070,1,10
983,1,9
3598,0,1
5536,0,1
8381,4,6
4349,0,1
11404,10,10
9772,9,2
6116,4,6
7465,8,6
11680,10,10
9935,5,2
11137,10,10
12620,3,3
4414,0,1
5023,4,0
6476,5,6
2044,1,9
2936,7,1
8465,9,6
823,7,9
6932,5,6
3510,7,1
12180,3,3
3970,6,1
3107,6,1
5826,8,1
9683,1,2
8927,5,2
915,5,9
7957,5,6
10866,1,10
11419,3,10
4556,6,1
238,4,9
12032,3,10
1369,5,9
12901,3,7
6590,6,6
4243,0,1
8639,9,2
271,1,9
1946,1,9
3885,0,1
5688,8,1
10440,3,10
2213,1,9
1020,5,9
680,5,9
10572,3,10
11484,10,10
3206,6,1
7787,4,6
9358,6,2
1906,5,9
2798,1,9
6190,7,6
6477,4,6
6127,8,6
4865,7,1
12552,3,3
6057,0,1
7077,5,6
2789,0,9
3653,8,1
1815,5,9
11344,4,10
4815,8,1
871,5,9
4593,8,1
3224,8,4
6750,8,6
9268,5,2
2895,8,4
5683,7,1
10565,3,10
2294,1,9
2900,8,4
2382,7,0
1749,4,9
10596,10,10
1140,1,9
1539,1,9
293,5,9
7305,5,6
6154,5,6
4193,7,1
10077,3,10
9333,4,2
11163,4,10
4251,0,1
1257,5,9
9702,0,2
7571,1,6
11921,3,10
3227,8,4
46,5,9
4212,1,1
7598,4,6
762,1,9
11892,1,10
3540,0,1
7441,1,6
4571,6,1
2203,5,9
2401,5,9
4087,6,1
3688,0,5
1836,7,9
12375,3,3
11168,3,10
7840,8,6
3196,8,1
10028,10,10
8014,2,6
9875,5,2
9541,9,2
11653,3,10
251,1,9
6908,8,6
8030,5,6
10965,3,10
10989,10,10
2620,1,9
8104,5,6
4056,6,1
10615,10,10
412,10,9
5569,4,1
7303,1,6
6014,7,1
9399,4,2
7566,1,6
12016,3,10
6538,4,6
3827,6,1
3433,5,1
7732,2,6
3163,7,1
6136,6,6
212,5,9
7685,5,6
7765,4,6
3125,5,1
5633,6,1
1121,5,9
10367,3,10
531,1,9
5884,7,1
9627,5,2
6850,8,6
10533,4,10
12127,3,3
2816,1,9
8630,2,6
1128,1,9
8614,2,6
11468,10,10
10101,3,10
191,7,9
6309,2,6
11721,10,10
10403,10,10
3620,7,1
526,7,9
2855,0,4
4668,6,1
5234,0,1
2286,5,9
320,5,9
10397,10,10
622,5,9
4327,6,1
11174,3,10
3715,0,1
9383,8,2
745,4,9
9844,9,2
2263,1,9
12866,3,7
1558,7,9
8759,9,2
2121,4,9
5333,8,1
7509,8,6
2037,5,9
3817,7,1
12387,3,3
9586,4,2
3874,7,1
4679,6,1
10437,3,10
6312,8,6
5092,7,1
11289,3,10
3153,7,1
5700,6,1
8613,8,6
9922,9,2
4954,0,1
1051,5,9
1399,7,9
6765,1,6
694,1,9
5861,6,1
9322,8,2
4541,8,1
5026,6,1
7204,5,6
12704,3,8
7211,1,6
5652,0,1
11848,4,10
2338,1,9
4350,6,1
9606,5,2
9329,5,2
5113,0,1
1100,5,9
6744,4,6
1251,5,9
9710,4,2
12075,3,3
1405,5,9
3330,7,1
8666,6,2
7648,8,6
12548,3,3
1636,4,9
9279,10,2
3456,8,1
3470,6,1
10035,10,10
12463,5,3
5799,4,0
6168,4,6
5919,8,1
5011,0,1
3010,6,1
1605,1,9
12478,3,3
6494,2,6
5913,4,0
103,1,9
274,5,9
10551,10,10
698,5,9
11337,3,10
9790,4,2
7612,5,6
3056,7,4
12545,3,3
4180,6,1
4655,0,1
2941,8,1
3489,6,1
2570,4,9
7911,6,6
12120,3,3
473,5,9
5470,7,1
1268,5,9
9947,9,2
9663,4,2
2867,5,4
7217,5,6
3960,0,1
8073,4,6
6685,2,6
1113,1,9
6862,4,6
10934,3,10
10691,3,10
6971,4,6
357,5,9
2214,5,9
7121,5,6
6173,4,6
1999,5,9
3609,7,1
6917,4,6
11334,4,10
9532,9,2
10998,10,10
11031,4,10
6470,5,6
7164,5,6
12306,3,3
4595,6,1
8441,5,6
10781,10,10
12181,3,3
11341,10,10
8408,5,6
4195,7,1
2896,8,4
2648,4,9
3089,7,4
8792,4,2
9920,4,2
9449,5,2
6261,2,6
553,5,9
1719,5,9
9840,5,2
8138,4,6
2145,5,9
12093,3,3
5395,6,1
12352,3,3
6702,8,6
209,5,9
10464,10,10
842,8,9
2909,7,1
7760,5,6
10646,10,10
1792,5,9
6319,2,6
6757,2,6
2011,1,9
629,5,9
12362,10,3
11317,4,10
12523,3,3
2001,1,9
8291,4,6
779,1,9
4118,7,1
12601,5,3
6305,4,6
7379,7,6
1166,5,9
12186,3,3
10448,10,10
11990,3,10
9446,5,2
12353,3,3
5529,0,1
11999,3,10
11394,3,10
7655,8,6
