sample_index,cluster,true_label
4756,0,1
8446,4,6
3413,1,4
2973,1,1
1985,0,9
8515,8,6
3735,1,1
10224,7,10
9964,8,2
12966,2,7
5094,1,1
8190,8,6
11676,9,10
485,3,9
5838,5,1
8649,3,2
4790,0,1
8885,0,2
7519,3,6
2372,0,9
9500,7,2
1991,3,9
12791,2,8
380,3,9
9397,3,2
148,1,9
10181,2,10
11428,2,10
12346,2,3
3132,5,1
10945,10,10
6709,4,6
472,3,9
3408,3,4
3851,1,1
11648,9,10
7697,1,6
2170,0,9
2371,0,9
6109,3,1
10483,10,10
10184,2,10
3024,1,1
5887,5,1
5862,9,1
3798,1,1
12726,2,8
5472,1,1
12921,5,7
9303,3,2
1453,6,9
1637,9,9
3606,6,1
9489,7,2
11740,9,10
12268,2,3
8838,8,2
708,0,9
2057,0,9
5619,5,1
1639,9,9
2485,3,9
10571,10,10
3487,5,1
7168,4,6
10409,2,10
12459,9,3
5810,3,1
10710,10,10
6581,0,6
7714,3,6
3495,8,1
11939,10,10
4037,5,1
3839,9,1
12817,2,8
1478,3,9
6482,9,6
7390,0,6
8681,3,2
12573,2,3
6990,8,6
9509,3,2
2314,6,9
3139,0,1
1024,0,9
6652,3,6
12022,2,10
10473,2,10
8866,7,2
7547,4,6
1768,6,9
12893,9,7
1056,0,9
471,8,9
11923,5,10
11687,9,10
468,3,9
4644,5,1
7318,4,6
1086,6,9
7994,3,6
4017,5,1
565,3,9
2051,3,9
10132,2,10
13014,2,7
10038,2,10
2045,6,9
10200,2,10
8018,4,6
3900,5,1
838,0,9
6949,4,6
1514,0,9
3903,8,1
7816,3,6
9695,8,2
11759,9,10
3897,5,1
11546,2,10
10659,10,10
2545,3,9
1216,6,9
10836,10,10
9053,6,2
6054,1,1
253,3,9
4618,5,1
5188,5,1
5806,1,1
2885,3,4
7397,4,6
1986,1,9
9822,3,2
12097,2,3
3509,1,1
590,6,9
10119,10,10
10356,10,10
3923,5,1
6509,3,6
10526,10,10
3889,3,1
4561,1,1
9744,3,2
3397,3,4
7582,3,6
685,3,9
6255,4,6
1290,0,9
6426,8,6
156,3,9
8556,4,6
8026,3,6
6569,4,6
12576,9,3
10344,10,10
12130,2,3
10673,9,10
12797,2,8
10843,2,10
9158,7,2
