feature,weight_list
F1,"[0.03063969500362873, 0.3882836401462555, 0.17564979195594788, 0.5233896374702454, 0.09421195089817047, 0.06394530087709427, 0.2738807201385498, 0.5952386260032654, 0.006128060165792704, 0.23917312920093536, 0.1272936314344406, 0.13644200563430786, 0.3805791735649109, 0.2354293316602707, 0.020311830565333366, 0.3546377718448639, 0.06370540708303452, 0.18100179731845856, 0.1360270082950592, 0.09338697046041489, 0.1251380890607834, 0.15058906376361847, 0.308659166097641, 0.39732351899147034, 0.061772529035806656, 0.07792824506759644, 0.011973964981734753, 0.4586152136325836, 0.10552965849637985, 0.36411574482917786, 1.0968165397644043, 0.21641166508197784, 0.1470920443534851, 0.0193749088793993, 0.012334706261754036, 0.19140203297138214, 0.34455373883247375, 0.15689435601234436, 0.04479089006781578, 0.695972204208374, 0.10357214510440826, 0.8094075918197632, 0.047617021948099136, 0.0028705173172056675, 0.20050300657749176, 0.018996046856045723, 0.5463024973869324, 0.10338395088911057, 0.02105831541121006, 0.21687699854373932, 0.0553230419754982, 0.48356756567955017, 0.46644139289855957, 0.051654547452926636, 0.06773428618907928, 0.13640175759792328, 0.09541552513837814, 0.04660730063915253, 0.07196439057588577, 0.2832893431186676, 0.03558245673775673, 0.14673863351345062, 0.24008671939373016, 0.3484256863594055, 0.373042494058609, 0.19730563461780548, 0.25293371081352234, 0.1630355715751648, 0.33153578639030457, 0.15898796916007996, 0.11378359794616699, 0.07164636254310608, 0.07338850945234299, 0.19467991590499878, 0.2404417246580124, 0.07747911661863327, 0.03444749861955643, 0.00897690188139677, 0.8041790723800659, 0.21555116772651672, 0.10735642164945602, 0.08149707317352295, 0.20572564005851746, 0.11731059104204178, 0.1910804957151413, 0.05705040320754051, 0.10750024765729904, 0.2645096480846405, 0.48933619260787964, 0.1638733297586441, 0.02838938683271408, 0.11030822992324829, 0.1512172669172287, 0.22730492055416107, 0.502373218536377, 0.022733112797141075, 0.18618915975093842, 0.14140944182872772, 0.07107821851968765, 0.1265946924686432, 0.14605270326137543, 0.12393801659345627, 0.011215915903449059, 0.0017251723911613226, 0.1892438679933548, 0.11799812316894531, 0.02248358353972435, 0.18592573702335358, 0.07915212213993073, 0.025888878852128983, 0.031164878979325294, 0.09071425348520279, 0.27489760518074036, 0.07751057296991348, 0.4407491087913513, 0.30855312943458557, 0.051590364426374435, 0.7913753390312195, 0.09592858701944351, 0.23985028266906738, 0.12718535959720612, 0.4582534730434418, 0.005998332519084215, 0.5360806584358215, 0.11235716193914413, 0.15754029154777527, 0.2029617428779602, 0.3936716616153717]"
F2,"[0.3478213846683502, 0.043749257922172546, 0.1585739552974701, 0.1936870664358139, 0.16408130526542664, 0.125042125582695, 0.028697920963168144, 0.025040457025170326, 0.0698615238070488, 0.11179531365633011, 0.0982450395822525, 0.14142946898937225, 0.3731883466243744, 0.22924937307834625, 0.09970858693122864, 0.16472475230693817, 0.1034526452422142, 0.052377764135599136, 0.06210487335920334, 0.3584984540939331, 0.013181602582335472, 0.11042483896017075, 0.02026018314063549, 0.35871371626853943, 0.21191531419754028, 0.10081825405359268, 0.00093018141342327, 0.12287402898073196, 0.21304374933242798, 0.009779585525393486, 0.08040885627269745, 0.1136867105960846, 0.0383215993642807, 0.07500710338354111, 0.1741989552974701, 0.39466267824172974, 0.23928360641002655, 0.22902998328208923, 0.09635577350854874, 0.13643509149551392, 0.08685986697673798, 0.04611070081591606, 0.1563757061958313, 0.2598572075366974, 0.1182558611035347, 0.37440210580825806, 0.014271899126470089, 0.08030369877815247, 0.20592738687992096, 0.09063610434532166, 0.14184144139289856, 0.07898059487342834, 0.029068585485219955, 0.13239271938800812, 0.03117360733449459, 0.27312201261520386, 0.018159396946430206, 0.0879259929060936, 0.18534336984157562, 0.12002383917570114, 0.22203610837459564, 0.10039044171571732, 0.16592688858509064, 0.04928310588002205, 0.1642129272222519, 0.11432439833879471, 0.4221315383911133, 0.02807302214205265, 0.5272009968757629, 0.19907967746257782, 0.0971139669418335, 0.060406457632780075, 0.09649445116519928, 0.13537907600402832, 0.11795743554830551, 0.1506776064634323, 0.14657747745513916, 0.008622071705758572, 0.12920168042182922, 0.5019189119338989, 0.06088315695524216, 0.11963801085948944, 0.2815513014793396, 0.022582577541470528, 0.23796811699867249, 0.1144724190235138, 0.006998794618993998, 0.2935892641544342, 0.1361546367406845, 0.06275895982980728, 0.00808726530522108, 0.2118707299232483, 0.035831268876791, 0.09182339906692505, 0.10225527733564377, 0.2192046344280243, 0.08274535089731216, 0.19472844898700714, 0.11866622418165207, 0.2416200041770935, 0.15981115400791168, 0.049999628216028214, 0.0819668173789978, 0.033299364149570465, 0.20640617609024048, 0.10284332185983658, 0.09930198639631271, 0.006138411816209555, 0.08789221197366714, 0.004706973675638437, 0.034578561782836914, 0.2272583693265915, 0.010014018975198269, 0.03159904107451439, 0.26845547556877136, 0.033627841621637344, 0.1271694153547287, 0.12317267060279846, 0.05227296054363251, 0.11430450528860092, 0.06946206092834473, 0.21370768547058105, 0.18618236482143402, 0.14228221774101257, 0.13279156386852264, 0.3095689117908478, 0.1485878825187683, 0.27753743529319763]"
F3,"[0.008654488250613213, 0.005624717101454735, 0.03771228343248367, 0.1709844321012497, 0.09373535215854645, 0.005339535418897867, 0.03959756717085838, 0.042179498821496964, 0.18540149927139282, 0.1043303906917572, 0.025266708806157112, 0.1257055550813675, 0.011335508897900581, 0.04477838799357414, 0.01985974796116352, 0.0017865534173324704, 0.03454463928937912, 0.010383513756096363, 0.05082276463508606, 0.0035211106296628714, 0.004784188698977232, 0.05787862837314606, 0.09623363614082336, 0.17777247726917267, 0.02675727941095829, 0.018345044925808907, 0.015764804556965828, 0.01996801607310772, 0.0609881766140461, 0.026462998241186142, 0.006396785844117403, 0.007472465746104717, 0.03237650543451309, 0.12908852100372314, 0.0784829705953598, 0.09135712683200836, 0.16640128195285797, 0.003806712804362178, 0.043961670249700546, 0.02471006102859974, 0.0011337751056998968, 0.03410261869430542, 0.12305887043476105, 0.05673610419034958, 0.0032046386040747166, 0.0057114227674901485, 0.14885830879211426, 0.04604172334074974, 0.0051792883314192295, 0.027468817308545113, 0.018206065520644188, 0.007042741868644953, 0.15169920027256012, 0.0033732971642166376, 0.005521437153220177, 0.02508733980357647, 0.17921926081180573, 0.06696797907352448, 0.04976518079638481, 0.024738360196352005, 0.12625497579574585, 0.23634982109069824, 0.019400224089622498, 0.1342018097639084, 0.061509035527706146, 0.05180155113339424, 0.0023040880914777517, 0.07239541411399841, 0.01754612661898136, 0.008446827530860901, 0.05048307403922081, 0.003126459661871195, 0.10874368995428085, 0.11479559540748596, 0.05300376936793327, 0.013828437775373459, 0.13624198734760284, 0.0007901792996563017, 0.06551108509302139, 0.006427070125937462, 0.013867211528122425, 0.0029080745298415422, 0.02974683791399002, 0.011808424256742, 0.010610727593302727, 0.02133820578455925, 0.05370357260107994, 0.020667698234319687, 0.0003036967245861888, 0.01673073135316372, 0.16768406331539154, 0.003147144801914692, 0.011733843013644218, 0.013513452373445034, 0.008991542272269726, 0.026127511635422707, 0.011501405388116837, 0.14122995734214783, 0.002915740478783846, 0.01784677803516388, 0.018308136612176895, 0.0026301066391170025, 0.01551091205328703, 0.01788424700498581, 0.12029761075973511, 0.19782519340515137, 0.01868046261370182, 0.013300789520144463, 0.0461413748562336, 0.01695924997329712, 0.023171689361333847, 0.06310674548149109, 0.1694246232509613, 0.014088386669754982, 0.09089180827140808, 0.10678789019584656, 0.002432050881907344, 0.040018755942583084, 0.05970349907875061, 0.03496978431940079, 0.018958844244480133, 0.007917441427707672, 0.11167190223932266, 0.004590021912008524, 0.004064640030264854, 0.05805113911628723, 0.18963077664375305, 0.07996884733438492]"
F4,"[0.005326076410710812, 0.004685498774051666, 0.005911835003644228, 0.004290854558348656, 0.014163830317556858, 0.021458303555846214, 0.011570866219699383, 0.10958962887525558, 0.05883617699146271, 0.02209697850048542, 0.005929233506321907, 0.0273017305880785, 0.04525516927242279, 0.05562916025519371, 0.09984221309423447, 0.1075998917222023, 0.009643134661018848, 0.020048819482326508, 0.0056458436883986, 0.024462591856718063, 0.007170052267611027, 0.017524030059576035, 0.005549559369683266, 0.015042007900774479, 0.005357472691684961, 0.022275326773524284, 0.0364454984664917, 0.003830075729638338, 0.09682648628950119, 0.0065622092224657536, 0.007781384978443384, 0.00795639306306839, 0.008731390349566936, 0.017098968848586082, 0.025240793824195862, 0.005255199037492275, 0.03613230958580971, 0.01240977831184864, 0.009431423619389534, 0.020779797807335854, 0.005693991668522358, 0.030091457068920135, 0.00908938143402338, 0.06743232160806656, 0.003951787482947111, 0.006300231907516718, 0.006717411335557699, 0.005787404254078865, 0.006372182164341211, 0.0052467952482402325, 0.03548503294587135, 0.02653018943965435, 0.05192229151725769, 0.04785466194152832, 0.008439862169325352, 0.007603680714964867, 0.006043535657227039, 0.018972616642713547, 0.0019466743106022477, 0.0644337460398674, 0.004921129904687405, 0.020480627194046974, 0.00664546387270093, 0.034691937267780304, 0.039304107427597046, 0.005462811794131994, 0.0014486643485724926, 0.034375064074993134, 0.09712928533554077, 0.005384061951190233, 0.005885924678295851, 0.016721343621611595, 0.030851634219288826, 0.0034273327328264713, 0.009087038226425648, 0.002881161170080304, 0.033574968576431274, 0.02706323005259037, 0.01117060985416174, 0.007209348492324352, 0.03165512904524803, 0.04129139706492424, 0.02286502532660961, 0.02228114940226078, 0.02114534005522728, 0.006544510833919048, 0.05301714688539505, 0.010114612989127636, 0.01870817132294178, 0.016050085425376892, 0.005196707788854837, 0.0029642635490745306, 0.008795356377959251, 0.08197839558124542, 0.0438392199575901, 0.00628235936164856, 0.03698856383562088, 0.019527535885572433, 0.015348340384662151, 0.006910946685820818, 0.045697297900915146, 0.007741076871752739, 0.03918176889419556, 0.00461255107074976, 0.010596646927297115, 0.005178754683583975, 0.050533026456832886, 0.004851737059652805, 0.03230161964893341, 0.0025864066556096077, 0.00692167179659009, 0.02524326927959919, 0.0601692870259285, 0.018678249791264534, 0.0042706741951406, 0.009066932834684849, 0.05371399223804474, 0.07736460864543915, 0.035138651728630066, 0.0525108203291893, 0.009118828922510147, 0.01625085063278675, 0.04438376426696777, 0.0042981733568012714, 0.004048036877065897, 0.005445701070129871, 0.022160954773426056, 0.009484337642788887]"
F5,"[0.10107707977294922, 0.3081360459327698, 0.002675180323421955, 0.10527622699737549, 0.3845684230327606, 0.035700783133506775, 0.2978099584579468, 0.168016716837883, 0.11138499528169632, 0.381044864654541, 0.18451009690761566, 0.15987138450145721, 0.24237440526485443, 0.3316420614719391, 0.03596576675772667, 0.2661854028701782, 0.2094869315624237, 0.21462690830230713, 0.07611687481403351, 0.099199078977108, 0.11819535493850708, 0.040813323110342026, 0.04977937415242195, 0.1399056315422058, 0.05293004959821701, 0.25116100907325745, 0.06281989067792892, 0.14019501209259033, 0.050427161157131195, 0.0809318795800209, 0.18130938708782196, 0.005821408238261938, 9.763815614860505e-05, 0.2832677364349365, 0.1730707287788391, 0.03482312336564064, 0.032268624752759933, 0.04723677039146423, 0.2551106810569763, 0.1697831004858017, 0.253728985786438, 0.1777360439300537, 0.04758797213435173, 0.105614073574543, 0.07632537931203842, 0.033781569451093674, 0.1458265632390976, 0.06651608645915985, 0.1376131922006607, 0.2149454653263092, 0.10875075310468674, 0.21227890253067017, 0.21505388617515564, 0.03066420555114746, 0.3720039427280426, 0.1212044507265091, 0.036901071667671204, 0.03590269386768341, 0.18483176827430725, 0.20263881981372833, 0.01020611822605133, 0.29145368933677673, 0.056211065500974655, 0.03967932239174843, 0.15364666283130646, 0.08600755035877228, 0.08096141368150711, 0.1231120377779007, 0.02115476317703724, 0.1577376276254654, 0.12443018704652786, 0.1275288313627243, 0.23837333917617798, 0.38896602392196655, 0.29826074838638306, 0.0561051219701767, 0.16019831597805023, 0.009419813752174377, 0.1887601912021637, 0.028397636488080025, 0.024588676169514656, 0.15363843739032745, 0.24874822795391083, 0.28581342101097107, 0.10536794364452362, 0.10684875398874283, 0.26275792717933655, 0.08351582288742065, 0.10615281760692596, 0.008860677480697632, 0.06389223784208298, 0.044441308826208115, 0.10904577374458313, 0.295418381690979, 0.15766017138957977, 0.010455353185534477, 0.05327949300408363, 0.2817590534687042, 0.05072421208024025, 0.0746368020772934, 0.1404532641172409, 0.16572599112987518, 0.02331026829779148, 0.046645112335681915, 0.12437804788351059, 0.015823503956198692, 0.017398454248905182, 0.13732530176639557, 0.0007124017574824393, 0.17908647656440735, 0.2748427093029022, 0.12033512443304062, 0.010269677266478539, 0.019935792312026024, 0.08485357463359833, 0.03384983167052269, 0.079370878636837, 0.7210943102836609, 0.24947534501552582, 0.6540759801864624, 0.4940986633300781, 0.10057909786701202, 0.07760569453239441, 0.1541077196598053, 0.10467922687530518, 0.02206471562385559, 0.05307748541235924, 0.13503441214561462]"
F6,"[0.08638813346624374, 0.13334296643733978, 0.27462396025657654, 0.22313837707042694, 0.03506048768758774, 0.044966697692871094, 0.2167327105998993, 0.22406990826129913, 0.07246460765600204, 0.12711699306964874, 0.35941436886787415, 0.0952850952744484, 0.17189982533454895, 0.3365918695926666, 0.005037104245275259, 0.4337528944015503, 0.20510324835777283, 0.19658738374710083, 0.2670269012451172, 0.06157565861940384, 0.31031596660614014, 0.1957610845565796, 0.006052803713828325, 0.10826139897108078, 0.05756129324436188, 0.009203314781188965, 0.03611895814538002, 0.11675014346837997, 0.015470406040549278, 0.6517951488494873, 0.5466828942298889, 0.3908199965953827, 0.2696157991886139, 0.064420185983181, 0.2347930371761322, 0.02741122804582119, 0.32846561074256897, 0.05447222664952278, 0.21593011915683746, 0.09355009347200394, 0.021254701539874077, 0.04576633870601654, 0.15421995520591736, 0.1634693443775177, 0.05308127403259277, 0.21654565632343292, 0.08792243897914886, 0.0048402645625174046, 0.0009613748406991363, 0.15566320717334747, 0.12578046321868896, 0.42626097798347473, 0.09340523183345795, 0.06060653179883957, 0.10986848920583725, 0.01748780906200409, 0.10682453960180283, 0.1383005529642105, 0.04894024506211281, 0.348574697971344, 0.32549625635147095, 0.004505071323364973, 0.3180665671825409, 0.5194211006164551, 0.2071879357099533, 0.3422144651412964, 0.20445391535758972, 0.11272431164979935, 0.03273428604006767, 0.006959143560379744, 0.02758256532251835, 0.035473961383104324, 0.038274381309747696, 0.04904615134000778, 0.02492673508822918, 0.2637796103954315, 1.0508373975753784, 0.18306826055049896, 0.16826660931110382, 0.13146434724330902, 0.3321380019187927, 0.36360952258110046, 0.22581489384174347, 0.27542802691459656, 0.02893195115029812, 0.09536923468112946, 0.05202141031622887, 0.06612514704465866, 0.11424817889928818, 0.3766574561595917, 0.0326911099255085, 0.2420814335346222, 0.2265753448009491, 0.1328606754541397, 0.2164076715707779, 0.0369507297873497, 0.27027571201324463, 0.30558252334594727, 0.024916324764490128, 0.02669687196612358, 0.1915220022201538, 0.1883976012468338, 0.3479048013687134, 0.22793695330619812, 0.46096229553222656, 0.042347103357315063, 0.13725623488426208, 0.22921140491962433, 0.17443637549877167, 0.15123480558395386, 0.004191370215266943, 0.288390576839447, 0.19750946760177612, 0.16567561030387878, 0.27951911091804504, 0.028813131153583527, 0.08745656162500381, 0.37168771028518677, 0.2507592737674713, 0.3098934292793274, 0.06295335292816162, 0.127535879611969, 0.17254464328289032, 0.21962596476078033, 0.042251162230968475, 0.129760280251503, 0.06181471794843674, 0.5871881246566772]"
F7,"[0.013100393116474152, 0.036233268678188324, 0.2924347221851349, 0.1831154078245163, 0.18531149625778198, 0.18048647046089172, 0.3674681484699249, 0.20972563326358795, 0.07562363147735596, 0.20535320043563843, 0.10880542546510696, 0.20733371376991272, 0.18889139592647552, 0.3257766664028168, 0.3466328978538513, 0.08885234594345093, 0.036036163568496704, 0.26802927255630493, 0.1140706017613411, 0.46279510855674744, 0.019554775208234787, 0.020174436271190643, 0.19524942338466644, 0.025357820093631744, 0.06386372447013855, 0.07417783886194229, 0.13562802970409393, 0.05399954691529274, 0.07907372713088989, 0.03706546872854233, 0.05183343589305878, 0.1977333426475525, 0.27415940165519714, 0.12884771823883057, 0.014802549965679646, 0.24015597999095917, 0.15799207985401154, 0.30274340510368347, 0.14106278121471405, 0.006781644653528929, 0.07079462707042694, 0.21217696368694305, 0.10313909500837326, 0.03227273374795914, 0.21859578788280487, 0.28577154874801636, 0.25944846868515015, 0.033469971269369125, 0.19517607986927032, 0.5618607401847839, 0.18586397171020508, 0.22030498087406158, 0.1443847268819809, 0.09926438331604004, 0.04466226324439049, 0.07673797756433487, 0.13171575963497162, 0.0035636944230645895, 0.09834545105695724, 0.007796948309987783, 0.058119118213653564, 0.04873029142618179, 0.25789377093315125, 0.1495695561170578, 0.15945297479629517, 0.06801187992095947, 0.0871376320719719, 0.3372553884983063, 0.5389562845230103, 0.04471105337142944, 0.2846488654613495, 0.09069633483886719, 0.1060103252530098, 0.10489831119775772, 0.20465226471424103, 0.18109752237796783, 0.17563830316066742, 0.07990717887878418, 0.10719192773103714, 0.300717294216156, 0.376090407371521, 0.008344457484781742, 0.017619475722312927, 0.11829795688390732, 0.11644978821277618, 0.1262495368719101, 0.4339829683303833, 0.04319494217634201, 0.22721810638904572, 0.10145650058984756, 0.09539971500635147, 0.2199169397354126, 0.1968058943748474, 0.20150263607501984, 0.12465352565050125, 0.17306005954742432, 0.13874036073684692, 0.12462993711233139, 0.11572420597076416, 0.5889081954956055, 0.3295298218727112, 0.10272986441850662, 0.061682071536779404, 0.23414161801338196, 0.2166450023651123, 0.14216549694538116, 0.241206094622612, 0.2594720125198364, 0.06740184873342514, 0.03387371078133583, 0.23652809858322144, 0.15920187532901764, 0.0954645648598671, 0.10082381963729858, 0.13792209327220917, 0.019496500492095947, 0.3175589442253113, 0.057663559913635254, 0.009045311249792576, 0.1401221603155136, 0.19527927041053772, 0.043801989406347275, 0.06792062520980835, 0.21227115392684937, 0.08861188590526581, 0.1547783762216568, 0.16725638508796692, 0.13947294652462006]"
F8,"[0.049415867775678635, 0.08467831462621689, 0.0273984856903553, 0.057420097291469574, 0.012988711707293987, 0.21651092171669006, 0.22261257469654083, 0.09007024019956589, 0.09341166168451309, 0.1933731883764267, 0.10790098458528519, 0.11109209060668945, 0.3516809940338135, 0.0760544165968895, 0.11782988160848618, 0.23992744088172913, 0.17073889076709747, 0.1175328865647316, 0.11421147733926773, 0.014637184329330921, 0.2602669894695282, 0.03335188329219818, 0.006148598622530699, 0.21842573583126068, 0.2563905715942383, 0.03270352631807327, 0.05537176877260208, 0.07045166194438934, 0.08163271099328995, 0.26763126254081726, 0.3195989429950714, 0.0076791527681052685, 0.14551590383052826, 0.0914510041475296, 0.05718587338924408, 0.018415063619613647, 0.28207606077194214, 0.006614170968532562, 0.13631020486354828, 0.12771539390087128, 0.12476835399866104, 0.14816415309906006, 0.1976052224636078, 0.014628511853516102, 0.16061122715473175, 0.14554686844348907, 0.014009611681103706, 0.41647711396217346, 0.4020023047924042, 0.06494314968585968, 0.37851694226264954, 0.19959723949432373, 0.008151767775416374, 0.1438179314136505, 0.13898512721061707, 0.24742910265922546, 0.41199249029159546, 0.18802793323993683, 0.0935249924659729, 0.032336845993995667, 0.29783377051353455, 0.2905207574367523, 0.46056658029556274, 0.04137133061885834, 0.3112450838088989, 0.009496861137449741, 0.21543267369270325, 0.03538542985916138, 0.07267367094755173, 0.0433545857667923, 0.2130589634180069, 0.14067454636096954, 0.022844642400741577, 0.05111781507730484, 0.23845423758029938, 0.5250938534736633, 0.20497868955135345, 0.047952331602573395, 0.09239460527896881, 0.1556420922279358, 0.07766608893871307, 0.2957276999950409, 0.029055343940854073, 0.279742956161499, 0.11960000544786453, 0.334858775138855, 0.052491553127765656, 0.20737992227077484, 0.12433884292840958, 0.30850207805633545, 0.03084138222038746, 0.02222190424799919, 0.1726721227169037, 0.023030444979667664, 0.03892573341727257, 0.07109497487545013, 0.012230549938976765, 0.4267701804637909, 0.22217316925525665, 0.1968921273946762, 0.3919944763183594, 0.1903008073568344, 0.16262391209602356, 0.08595427870750427, 0.09194556623697281, 0.5257421135902405, 0.25613272190093994, 0.048148300498723984, 0.12553459405899048, 0.15707387030124664, 0.4888969361782074, 0.0797634944319725, 0.20514778792858124, 0.0008678223239257932, 0.3260610103607178, 0.022089283913373947, 0.04111730307340622, 0.06250409781932831, 0.22844445705413818, 0.07456641644239426, 0.043887991458177567, 0.12365369498729706, 0.21526995301246643, 0.17973408102989197, 0.0910276249051094, 0.06236441805958748, 0.13726845383644104, 0.27214640378952026]"
F9,"[0.12845037877559662, 0.08532213419675827, 0.060471806675195694, 0.06645340472459793, 0.15209028124809265, 0.0023572479840368032, 0.20884747803211212, 0.026394445449113846, 0.046941280364990234, 0.08249533921480179, 0.3473745584487915, 0.342154860496521, 0.025867000222206116, 0.004964720923453569, 0.008353382349014282, 0.1548529416322708, 0.31947752833366394, 0.13103985786437988, 0.0687633603811264, 0.046680498868227005, 0.09265898913145065, 0.32960572838783264, 0.029143407940864563, 0.07365574687719345, 0.07533752173185349, 0.008884071372449398, 0.07616953551769257, 0.15505807101726532, 0.1258867383003235, 0.050300586968660355, 0.016236215829849243, 0.1392262876033783, 0.41594967246055603, 0.45392799377441406, 0.052143532782793045, 0.1400734782218933, 0.26082831621170044, 0.27302834391593933, 0.2924184501171112, 0.15022878348827362, 0.021410105749964714, 0.045472439378499985, 0.04693301394581795, 0.22385777533054352, 0.059943098574876785, 0.3405141532421112, 0.10763941705226898, 0.08508855104446411, 0.1145310327410698, 0.22647789120674133, 0.11388017237186432, 0.31138497591018677, 0.03351401910185814, 0.059061404317617416, 0.3384346067905426, 0.4038996994495392, 0.2565893530845642, 0.12081126123666763, 0.19816918671131134, 0.1757514476776123, 0.04617566987872124, 0.03256798908114433, 0.26353806257247925, 0.1179904192686081, 0.20854870975017548, 0.0252902302891016, 0.022206639871001244, 0.04396646097302437, 0.33386701345443726, 0.15513701736927032, 0.012449015863239765, 0.16051135957241058, 0.08445506542921066, 0.010563958436250687, 0.06791339069604874, 0.20309072732925415, 0.20147308707237244, 0.4484598636627197, 0.08308300375938416, 0.09154421091079712, 0.13476119935512543, 0.15615682303905487, 0.061969272792339325, 0.07431965321302414, 0.22918683290481567, 0.14208193123340607, 0.11870907247066498, 0.00038233952363952994, 0.33634763956069946, 0.09307029843330383, 0.19349338114261627, 0.0373515821993351, 0.286153644323349, 0.19241470098495483, 0.0872630700469017, 0.0081403199583292, 0.11175716668367386, 0.001721627777442336, 0.25233086943626404, 0.2096763551235199, 0.21892331540584564, 0.07965824007987976, 0.15819589793682098, 0.051597606390714645, 0.03779105097055435, 0.0719037726521492, 0.0061434246599674225, 0.2559984624385834, 0.20064733922481537, 0.15605179965496063, 0.12499114871025085, 0.04603034257888794, 0.00226565427146852, 0.11388817429542542, 0.10932380706071854, 0.031089354306459427, 0.1945478469133377, 0.3082067668437958, 0.10588240623474121, 0.14155547320842743, 0.007883163169026375, 0.11816879361867905, 0.04820800572633743, 0.18186356127262115, 0.11653333902359009, 0.09723294526338577, 0.03505898267030716, 0.14883607625961304]"
F10,"[0.03745703771710396, 0.16617828607559204, 0.04551994800567627, 0.18055018782615662, 0.2477596253156662, 0.030471622943878174, 0.004618669860064983, 0.4319954514503479, 0.18570107221603394, 0.0893731489777565, 0.045199204236269, 0.007428343407809734, 0.5635506510734558, 0.10590983182191849, 0.29381635785102844, 0.6745989918708801, 0.3643747866153717, 0.12742069363594055, 0.43501973152160645, 0.08446092903614044, 0.13443270325660706, 0.1407540738582611, 0.07469980418682098, 0.08850287646055222, 0.08928272128105164, 0.15201430022716522, 0.32018622756004333, 0.06986305117607117, 0.18345551192760468, 0.050653453916311264, 0.23708663880825043, 0.019837161526083946, 0.2829436957836151, 0.16844399273395538, 0.22502045333385468, 0.25608423352241516, 0.20323064923286438, 0.42952388525009155, 0.14124058187007904, 0.3501054048538208, 0.06136167421936989, 0.07116857171058655, 0.02162221260368824, 0.0516916885972023, 0.13254985213279724, 0.3295725882053375, 0.2203722447156906, 0.06589270383119583, 0.04339222609996796, 0.10706089437007904, 0.4431622624397278, 0.3972577154636383, 0.19386759400367737, 0.12781846523284912, 0.22191432118415833, 0.020301315933465958, 0.26083430647850037, 0.014960897155106068, 0.39419612288475037, 0.20503589510917664, 0.024649228900671005, 0.22053618729114532, 0.13490895926952362, 0.35133036971092224, 0.3639826774597168, 0.21122263371944427, 0.14584223926067352, 0.4105856716632843, 0.15186995267868042, 0.1485506147146225, 0.14010798931121826, 0.3329189121723175, 0.14525777101516724, 0.44431406259536743, 0.08135457336902618, 0.11710718274116516, 0.20680707693099976, 0.04956940934062004, 0.07611628621816635, 0.07746482640504837, 0.47420573234558105, 0.09751586616039276, 0.13290469348430634, 0.11084877699613571, 0.27878525853157043, 0.3425617814064026, 0.3466027081012726, 0.5691247582435608, 0.40135452151298523, 0.13099336624145508, 0.05619320273399353, 0.3243624269962311, 0.09676248580217361, 0.12606395781040192, 0.10181185603141785, 0.1092616617679596, 0.4065784513950348, 0.22448530793190002, 0.027380425482988358, 0.1378743052482605, 0.3981488347053528, 0.4191490709781647, 0.06949210911989212, 0.29987576603889465, 0.29031452536582947, 0.049902673810720444, 0.3728351294994354, 0.189925879240036, 0.12481856346130371, 0.10960787534713745, 0.2851981818675995, 0.24762862920761108, 0.048708219081163406, 0.11779952049255371, 0.24162420630455017, 0.012815436348319054, 0.25208234786987305, 0.27401217818260193, 0.4766315519809723, 0.025520984083414078, 0.038798265159130096, 0.3998468518257141, 0.006782718934118748, 0.07359156757593155, 0.0056390417739748955, 0.0028279779944568872, 0.12861979007720947, 0.04392407462000847]"
