feature,weight_list
F1,"[0.47984257340431213, 0.13242359459400177, 0.1463138610124588, 0.6002508401870728, 0.3868629038333893, 0.0849434956908226, 0.19135069847106934, 0.43328556418418884, 0.03718537464737892, 0.012674588710069656, 0.08021263033151627, 0.28873181343078613, 0.07487178593873978, 0.5303242206573486, 0.2863917350769043, 0.0029448538552969694, 0.08213241398334503, 0.03981925547122955, 0.07804520428180695, 0.19034385681152344, 0.13258126378059387, 0.38095593452453613, 0.07365891337394714, 0.6438884139060974, 0.082525335252285, 0.3997715413570404, 0.3370375335216522, 0.14884904026985168, 0.08082830160856247, 0.09289489686489105, 0.6786109805107117, 0.18071047961711884, 0.15839459002017975, 0.4384436011314392, 0.13192948698997498, 0.18482385575771332, 0.06691143661737442, 0.05235308036208153, 0.19950354099273682, 0.08021245896816254, 0.12120439857244492, 0.14770494401454926, 0.059895992279052734, 0.4107905328273773, 0.11516959965229034, 0.19310978055000305, 0.25923582911491394, 0.21315063536167145, 0.09687850624322891, 0.05680789425969124, 0.010128606110811234, 0.5794605612754822, 0.12886933982372284, 0.12510502338409424, 0.08584269136190414, 0.12030626088380814, 0.1306745707988739, 0.29505661129951477, 0.5325086712837219, 0.18309806287288666, 0.5954225063323975, 0.10751623660326004, 0.1642899364233017, 0.28558284044265747, 0.06398306041955948, 0.3599328100681305, 0.0664772242307663, 0.24757620692253113, 0.2623049318790436, 0.07416023313999176, 0.2126377820968628, 0.2250978648662567, 0.21305422484874725, 0.4011446237564087, 0.11415740847587585, 0.19877111911773682, 0.5334447026252747, 0.4404776692390442, 0.14004816114902496, 0.6258688569068909, 0.026087386533617973, 0.3623843491077423, 0.2579022943973541, 0.07416573166847229, 0.24065659940242767, 0.03703403100371361, 0.09783469140529633, 0.13056324422359467, 0.08801879733800888, 0.5931798815727234, 0.01568032242357731, 0.053905535489320755, 0.08999332040548325, 0.13468846678733826, 0.20360934734344482, 0.05768506973981857, 0.041186168789863586, 0.09843306243419647, 0.09783537685871124, 0.051605504006147385, 0.10159910470247269, 0.4221765995025635, 0.19969028234481812, 0.12529264390468597, 0.40660908818244934, 0.006299785804003477, 0.23137742280960083, 0.8130171298980713, 0.5815781950950623, 0.16819632053375244, 0.23303130269050598, 0.07504850625991821, 0.10235989093780518, 1.2859584093093872, 0.8434773683547974, 0.0242545697838068, 0.11697454005479813, 0.059501323848962784, 0.2696128189563751, 0.044002242386341095, 0.11009923368692398, 0.25496262311935425, 0.02350643463432789, 0.139374241232872, 0.04204239323735237, 0.09733694791793823, 0.20296373963356018, 0.013408945873379707]"
F2,"[0.2723003029823303, 0.003979736473411322, 0.06694592535495758, 0.0715029165148735, 0.17559877038002014, 0.013051305897533894, 0.19179978966712952, 0.0469425767660141, 0.11140349507331848, 0.38721299171447754, 0.057542748749256134, 0.03265931457281113, 0.1179465726017952, 0.01291630044579506, 0.0653541311621666, 0.08878193795681, 0.47309941053390503, 0.19718098640441895, 0.2537510097026825, 0.13764537870883942, 0.029006177559494972, 0.2368866205215454, 0.03824198618531227, 0.2889856696128845, 0.13775229454040527, 0.1261226087808609, 0.2827630043029785, 0.08067462593317032, 0.3653954267501831, 0.3459341526031494, 0.4569977819919586, 0.17931316792964935, 0.27981504797935486, 0.09744180738925934, 0.18153546750545502, 0.6115560531616211, 0.06937883049249649, 0.3033234477043152, 0.10403059422969818, 0.07808613032102585, 0.11372751742601395, 0.05261074751615524, 0.29127761721611023, 0.04026692360639572, 0.018888205289840698, 0.09052903205156326, 0.06504377722740173, 0.2351534366607666, 0.10615075379610062, 0.3287656009197235, 0.01691151224076748, 0.10352934151887894, 0.04204188659787178, 0.2372979074716568, 0.27482324838638306, 0.044173967093229294, 0.11785689741373062, 0.1818612962961197, 0.1305697113275528, 0.0930565670132637, 0.14149487018585205, 0.23548062145709991, 0.26875585317611694, 0.20683281123638153, 0.10080814361572266, 0.15020060539245605, 0.15672169625759125, 0.16700449585914612, 0.11212247610092163, 0.388863205909729, 0.06058117374777794, 0.6523369550704956, 0.2710116505622864, 0.2940317392349243, 0.00833949539810419, 0.31449422240257263, 0.011531036347150803, 0.015049069188535213, 0.25329259037971497, 0.07701297849416733, 0.004388483706861734, 0.15875491499900818, 0.09396455436944962, 0.19498777389526367, 0.10631787776947021, 0.2570395767688751, 0.06333703547716141, 0.09827178716659546, 0.09053695201873779, 0.20426757633686066, 0.09496166557073593, 0.4248398542404175, 0.04115050286054611, 0.08804640918970108, 0.08926831185817719, 0.5126996636390686, 0.08940473943948746, 0.0800434872508049, 0.057500746101140976, 0.07190001010894775, 0.3402688801288605, 0.05089547857642174, 0.09438751637935638, 0.25407689809799194, 0.4074825346469879, 0.0743178203701973, 0.061117030680179596, 0.40029072761535645, 0.16786423325538635, 0.1220012828707695, 0.0740271657705307, 0.22090120613574982, 0.018404828384518623, 0.4114850163459778, 0.3643866777420044, 0.3102898597717285, 0.449889212846756, 0.001675017992965877, 0.04655691236257553, 0.20780688524246216, 0.24004389345645905, 0.07859670370817184, 0.031108155846595764, 0.19607459008693695, 0.17681558430194855, 0.16698548197746277, 0.04809782654047012, 0.07977920025587082]"
F3,"[0.03147996589541435, 0.03500298410654068, 0.036814771592617035, 0.04819432273507118, 0.014095211401581764, 0.059305787086486816, 0.019800757989287376, 0.003341933712363243, 0.03920365124940872, 0.05171966552734375, 0.028278043493628502, 0.09452660381793976, 0.06907697021961212, 0.06162700802087784, 0.03885283321142197, 0.0024312620516866446, 0.004602374974638224, 0.012558945454657078, 0.03192131966352463, 0.01995963603258133, 0.022538594901561737, 0.03575615957379341, 0.006373823154717684, 0.003547277767211199, 0.004616297781467438, 0.018863972276449203, 0.023232297971844673, 0.02584158629179001, 0.009740878827869892, 0.03508439287543297, 0.23331916332244873, 0.1021338626742363, 0.04944363608956337, 0.029895547777414322, 0.02672787941992283, 0.07130702584981918, 0.0633130669593811, 0.05313274636864662, 0.019527031108736992, 0.026563473045825958, 0.011077665723860264, 0.023951858282089233, 0.00932417530566454, 0.0010131680173799396, 0.00037600850919261575, 0.019848080351948738, 0.01550796627998352, 0.010097644291818142, 0.001785128260962665, 0.013002830557525158, 0.024837708100676537, 0.10821955651044846, 0.00240750377997756, 0.1334882378578186, 0.007419514004141092, 0.035735152661800385, 0.06951157003641129, 0.007274101488292217, 0.0020305269863456488, 0.02933347411453724, 0.0027512593660503626, 0.006414369214326143, 0.06476934254169464, 0.021949930116534233, 0.026451032608747482, 0.06648679077625275, 0.10014380514621735, 0.04283123463392258, 0.04497922956943512, 0.07688561081886292, 0.06564971059560776, 0.1076023206114769, 0.0030870377086102962, 0.016802335157990456, 0.09693007171154022, 0.055582620203495026, 0.10049865394830704, 0.019900735467672348, 0.02110726200044155, 0.0031120649073272943, 0.031794823706150055, 0.04782569408416748, 0.004572531208395958, 0.02249990403652191, 0.01388591155409813, 0.010579226538538933, 0.009808044880628586, 0.10559798032045364, 0.031968604773283005, 0.012840726412832737, 0.01835653744637966, 0.005064649973064661, 0.003611950669437647, 0.009094112552702427, 0.006317174062132835, 0.024275127798318863, 0.013164546340703964, 0.013529404066503048, 0.047927916049957275, 0.010815449990332127, 0.010355205275118351, 0.16044127941131592, 0.0009019556455314159, 0.03861204907298088, 0.0036807353608310223, 0.02491145022213459, 0.03142859786748886, 0.032610561698675156, 0.028702300041913986, 0.057292431592941284, 0.05355020985007286, 0.01305427122861147, 0.010836325585842133, 0.0397370271384716, 0.04046282172203064, 0.030293483287096024, 0.005547587294131517, 0.0017199114663526416, 0.013324342668056488, 0.02613546885550022, 0.01714276149868965, 0.11977726221084595, 0.01939120516180992, 0.26667505502700806, 0.020362216979265213, 0.04864034429192543, 0.06025208905339241, 0.05331077426671982]"
F4,"[0.10516656190156937, 0.5656054019927979, 0.009383091703057289, 0.2337399572134018, 0.2755037248134613, 0.22678588330745697, 0.1411806344985962, 0.0006316888611763716, 0.1509302258491516, 0.09336699545383453, 0.11444496363401413, 0.26857560873031616, 0.02704557590186596, 0.07861851900815964, 0.2021322399377823, 0.2082025557756424, 0.16503620147705078, 0.12784990668296814, 0.13889683783054352, 0.18761935830116272, 0.2042781263589859, 0.13748763501644135, 0.04625295475125313, 0.15047551691532135, 0.01774568110704422, 0.07849011570215225, 0.2032199501991272, 0.06590062379837036, 0.10652139782905579, 0.28548112511634827, 0.3539222478866577, 0.1597680300474167, 0.040160395205020905, 0.2066594809293747, 0.10652012377977371, 0.018349990248680115, 0.13001008331775665, 0.0344977043569088, 0.11132906377315521, 0.057875968515872955, 0.04667414724826813, 0.10907105356454849, 0.28144365549087524, 0.18589834868907928, 0.18114866316318512, 0.18377253413200378, 0.02872549183666706, 0.0801335871219635, 0.0577884241938591, 0.09210898727178574, 0.03324461355805397, 0.0019718408584594727, 0.1701415479183197, 0.061192989349365234, 0.0883968397974968, 0.010218564420938492, 0.05459391698241234, 0.13621605932712555, 0.2705812454223633, 0.007668857928365469, 0.1717870533466339, 0.29735055565834045, 0.2537175118923187, 0.1900419145822525, 0.09051335602998734, 0.02898619882762432, 0.11464951187372208, 0.0038938287179917097, 0.28654706478118896, 0.07385963946580887, 0.05763803422451019, 0.0061883809976279736, 0.08307654410600662, 0.09367648512125015, 0.011259682476520538, 0.07302864640951157, 0.010842742398381233, 0.09489085525274277, 0.08143050968647003, 0.2231621891260147, 0.20627689361572266, 0.4547785520553589, 0.1544233113527298, 0.017010213807225227, 0.30441558361053467, 0.1389111876487732, 0.17245958745479584, 0.06262531876564026, 0.30980074405670166, 0.08474116027355194, 0.08312401920557022, 0.04528946429491043, 0.11247868835926056, 0.0459677092730999, 0.4419904947280884, 0.1289350837469101, 0.06818871945142746, 0.10263431817293167, 0.2507231533527374, 0.12693747878074646, 0.17096693813800812, 0.31231680512428284, 0.2732680141925812, 0.10161617398262024, 0.0974348857998848, 0.0899672582745552, 0.39493975043296814, 0.2611162066459656, 0.0458587184548378, 0.019847193732857704, 0.08391772210597992, 0.2222348153591156, 0.22713476419448853, 0.011270960792899132, 0.07117975503206253, 0.009617111645638943, 0.07999667525291443, 0.22379717230796814, 0.3432193994522095, 0.0586082749068737, 0.1120481938123703, 0.06793700903654099, 0.10597220808267593, 0.03699444234371185, 0.026727166026830673, 0.18455661833286285, 0.1598663032054901, 0.09480440616607666]"
F5,"[0.1266331970691681, 0.0038566116709262133, 0.5469935536384583, 0.18632535636425018, 0.12189515680074692, 0.162294402718544, 0.04118800535798073, 0.2651122808456421, 0.3407091796398163, 0.16485412418842316, 0.0017264323541894555, 0.16108542680740356, 0.04108443856239319, 0.025322385132312775, 0.25867605209350586, 0.05603139474987984, 0.0439712256193161, 0.28542375564575195, 0.23146988451480865, 0.049104511737823486, 0.04228285327553749, 0.1585342437028885, 0.021693915128707886, 0.06059043109416962, 0.06705150008201599, 0.16357514262199402, 0.3723270893096924, 0.2651420831680298, 0.16447646915912628, 0.1427469253540039, 0.14185281097888947, 0.06374561786651611, 0.2873643636703491, 0.0004731688241008669, 0.026186631992459297, 0.15572668612003326, 0.25457966327667236, 0.18149210512638092, 0.0431000217795372, 0.38954052329063416, 0.0664774626493454, 0.17471303045749664, 0.006674404256045818, 0.30054062604904175, 0.13545209169387817, 0.06469281017780304, 0.04559192433953285, 0.3050729036331177, 0.019599655643105507, 0.2686920166015625, 0.020080363377928734, 0.25063854455947876, 0.14820793271064758, 0.07771250605583191, 0.24939784407615662, 0.10576276481151581, 0.020420262590050697, 0.1555568128824234, 0.0825539380311966, 0.3099595010280609, 0.27368462085723877, 0.12279442697763443, 0.04625396803021431, 0.23762363195419312, 0.016966307535767555, 0.18791064620018005, 0.05109782516956329, 0.048158787190914154, 0.12990929186344147, 0.27731984853744507, 0.33654505014419556, 0.10469905287027359, 0.11779756098985672, 0.07383418828248978, 0.44019386172294617, 0.08178261667490005, 0.12990684807300568, 0.2674281597137451, 0.11175405234098434, 0.27498915791511536, 0.28072798252105713, 0.1320355236530304, 0.1136726662516594, 0.1257367879152298, 0.09574630111455917, 0.01662256196141243, 0.1312297284603119, 0.14915047585964203, 0.04311782121658325, 0.20238852500915527, 0.10442635416984558, 0.20460978150367737, 0.0053947544656693935, 0.1040843054652214, 0.22930514812469482, 0.03622152656316757, 0.4907064139842987, 0.06809356063604355, 0.0005407388089224696, 0.2637975811958313, 0.1555791050195694, 0.016574539244174957, 0.052418891340494156, 0.09275656938552856, 0.13904976844787598, 0.1768016517162323, 0.21520201861858368, 0.003934714011847973, 0.14023219048976898, 0.038531526923179626, 0.144389346241951, 0.24449598789215088, 0.17562144994735718, 0.20513783395290375, 0.003914551343768835, 0.31315428018569946, 0.038121312856674194, 0.2814292311668396, 0.11115395277738571, 0.1468658149242401, 0.061671219766139984, 0.1732770949602127, 0.12806232273578644, 0.25252649188041687, 0.06672177463769913, 0.24441155791282654, 0.1391545683145523, 0.028518499806523323]"
F6,"[0.08478701859712601, 0.3362204432487488, 0.2247002273797989, 0.1102631539106369, 0.14559993147850037, 0.21614767611026764, 0.0665777176618576, 0.3149842917919159, 0.23486894369125366, 0.02056741528213024, 0.0473494715988636, 0.07977838069200516, 0.08383168280124664, 0.07846735417842865, 0.03486863523721695, 0.19978588819503784, 0.0013613378396257758, 0.4345838725566864, 0.02673950046300888, 0.09631650149822235, 0.1799275279045105, 0.14205916225910187, 0.31008508801460266, 0.17054694890975952, 0.09041555225849152, 0.05511564761400223, 0.15564313530921936, 0.12802639603614807, 0.10134132206439972, 0.10450474917888641, 0.29804638028144836, 0.10343978554010391, 0.07985061407089233, 0.2349112629890442, 0.2458432912826538, 0.025429604575037956, 0.016805153340101242, 0.026231449097394943, 0.10692752152681351, 0.4413279891014099, 0.045327913016080856, 0.1916213184595108, 0.10781393945217133, 0.10230988264083862, 0.10921257734298706, 0.07476253807544708, 0.3454379439353943, 0.14491897821426392, 0.11985422670841217, 0.01750829629600048, 0.072502501308918, 0.2470727413892746, 0.1074683889746666, 0.1523071974515915, 0.2607187032699585, 0.04804776608943939, 0.006083264946937561, 0.1559850126504898, 0.07040458172559738, 0.11133936047554016, 0.2503328323364258, 0.125558540225029, 0.17134328186511993, 0.01674755848944187, 0.006779326591640711, 0.18242613971233368, 0.1019788458943367, 0.27911075949668884, 0.1529407650232315, 0.0026384382508695126, 0.1570877879858017, 0.0912109762430191, 0.16913744807243347, 0.4076816737651825, 0.013861499726772308, 0.15489132702350616, 0.3941825330257416, 0.739018440246582, 0.058776699006557465, 0.37178194522857666, 0.0541655607521534, 0.13032864034175873, 0.12444198131561279, 0.008535218425095081, 0.023020071908831596, 0.022672267630696297, 0.21735355257987976, 0.08429114520549774, 0.1677260398864746, 0.15827564895153046, 0.10817987471818924, 0.32360267639160156, 0.12057860940694809, 0.09783182293176651, 0.49101778864860535, 0.21882987022399902, 0.1518811583518982, 0.0075187841430306435, 0.5258852243423462, 0.28318965435028076, 0.2906091809272766, 0.05310273915529251, 0.03848331794142723, 0.028766192495822906, 0.24424013495445251, 0.1100032851099968, 0.21668538451194763, 0.2560461461544037, 0.07964140921831131, 0.4257577061653137, 0.25172531604766846, 0.008529096841812134, 0.5256038308143616, 0.22715188562870026, 0.21177642047405243, 0.428994745016098, 0.396067351102829, 0.1974002569913864, 0.05723307281732559, 0.08567474782466888, 0.10681184381246567, 0.07448828965425491, 0.2064356654882431, 0.03633221238851547, 0.06893176585435867, 0.2469542771577835, 0.3084062337875366, 0.1839946210384369]"
F7,"[0.05151161178946495, 0.12823845446109772, 0.11584026366472244, 0.07042527198791504, 0.14015096426010132, 0.04993990436196327, 0.1468292474746704, 0.09240303188562393, 0.014285819604992867, 0.023162290453910828, 0.4013185203075409, 0.02121388353407383, 0.0023438073694705963, 0.13855376839637756, 0.2114807367324829, 0.09928521513938904, 0.16226983070373535, 0.21360088884830475, 0.0739101693034172, 0.03637741506099701, 0.09406591206789017, 0.19348059594631195, 0.16693365573883057, 0.09279802441596985, 0.03363317251205444, 0.029879216104745865, 0.12457773834466934, 0.01634795218706131, 0.5525971055030823, 0.07081304490566254, 0.1953423023223877, 0.3269651234149933, 0.2330998033285141, 0.1822829246520996, 0.11902987211942673, 0.3072320222854614, 0.0597400926053524, 0.15006759762763977, 0.3159923553466797, 0.07589567452669144, 0.061532847583293915, 0.2442389577627182, 0.2291449010372162, 0.02696377784013748, 0.4005819261074066, 0.08851620554924011, 0.0723249539732933, 0.22400915622711182, 0.1712203472852707, 0.007215328514575958, 0.05810583755373955, 0.07362782955169678, 0.0923192948102951, 0.25000283122062683, 0.1486683189868927, 0.013593355193734169, 0.17340712249279022, 0.020037004724144936, 0.24871407449245453, 0.24268880486488342, 0.10685615241527557, 0.14400604367256165, 0.15294955670833588, 0.16074112057685852, 0.1479315161705017, 0.0476100891828537, 0.2564326524734497, 0.3456125259399414, 0.04134595766663551, 0.11117581278085709, 0.06987277418375015, 0.1535891443490982, 0.11873353272676468, 0.1703195422887802, 0.0813579335808754, 0.5496578216552734, 0.023940619081258774, 0.2625789940357208, 0.34710681438446045, 0.04363273084163666, 0.03770200535655022, 0.00139806407969445, 0.08476832509040833, 0.22462189197540283, 0.03287040442228317, 0.32281115651130676, 0.047547534108161926, 0.11719915270805359, 0.13948796689510345, 0.04055248945951462, 0.16766026616096497, 0.1371653974056244, 0.038822270929813385, 0.30779021978378296, 0.42319008708000183, 0.36637309193611145, 0.16496221721172333, 0.4445933997631073, 0.016510555520653725, 0.01028190366923809, 0.2609829604625702, 0.14927402138710022, 0.044522300362586975, 0.1831698715686798, 0.16043886542320251, 0.38072261214256287, 0.16499152779579163, 0.015973856672644615, 0.26412177085876465, 0.10314841568470001, 0.07168667763471603, 0.12041790783405304, 0.13425345718860626, 0.15907278656959534, 0.28859156370162964, 0.3560211658477783, 0.1503347009420395, 0.45355701446533203, 0.04877975210547447, 0.2653205394744873, 0.15066637098789215, 0.14275822043418884, 0.12445369362831116, 0.05923464894294739, 0.07295815646648407, 0.18810252845287323, 0.1820199340581894, 0.19738560914993286]"
F8,"[0.09667002409696579, 0.3506074547767639, 0.2734646499156952, 0.012124912813305855, 0.07416310161352158, 0.1777101308107376, 0.018671739846467972, 0.10627765208482742, 0.1792229861021042, 0.09508153796195984, 0.030340097844600677, 0.2313157021999359, 0.3423323929309845, 0.09419326484203339, 0.28815385699272156, 0.07020818442106247, 0.042232196778059006, 0.014445743523538113, 0.07331910729408264, 0.04375608637928963, 0.09739195555448532, 0.09882351756095886, 0.23136916756629944, 0.0989246815443039, 0.3186655044555664, 0.15985442698001862, 0.03866637498140335, 0.045847829431295395, 0.1055510863661766, 0.12767425179481506, 0.04346545413136482, 0.2012791782617569, 0.17334386706352234, 0.2483878880739212, 0.010620024055242538, 0.07391984760761261, 0.18587303161621094, 0.17252781987190247, 0.16297145187854767, 0.11275886744260788, 0.15478135645389557, 0.16933488845825195, 0.3011587858200073, 0.12955553829669952, 0.026072602719068527, 0.17471951246261597, 0.1384410411119461, 0.44714516401290894, 0.15176203846931458, 0.08380813896656036, 0.1717035472393036, 0.517342209815979, 0.10047177970409393, 0.0784577876329422, 0.16928035020828247, 0.02811656892299652, 0.005186758935451508, 0.0020571812056005, 0.19070537388324738, 0.18830667436122894, 0.24935293197631836, 0.3398398756980896, 0.1354362815618515, 0.22471971809864044, 0.28744709491729736, 0.20358455181121826, 0.0516657680273056, 0.5895872712135315, 0.19745558500289917, 0.09245239198207855, 0.3333350718021393, 0.3108470141887665, 0.19318610429763794, 0.25226229429244995, 0.04356861487030983, 0.050754155963659286, 0.07680925726890564, 0.18716338276863098, 0.16238640248775482, 0.12232910096645355, 0.05405941978096962, 0.21316511929035187, 0.061963167041540146, 0.09564877301454544, 0.061960846185684204, 0.12516944110393524, 0.28933626413345337, 0.19968220591545105, 0.06089654937386513, 0.1768626868724823, 0.30065813660621643, 0.2213069051504135, 0.05572216957807541, 0.15580962598323822, 0.409199595451355, 0.5122499465942383, 0.12284740805625916, 0.03062119148671627, 0.061334721744060516, 0.10398607701063156, 0.3479577302932739, 0.16519129276275635, 0.0004873709985986352, 0.0007850182009860873, 0.15201884508132935, 0.04734703153371811, 0.21267573535442352, 0.016937173902988434, 0.270940899848938, 0.024743100628256798, 0.08042225986719131, 0.06299395114183426, 0.1616644412279129, 0.14042769372463226, 0.1880807876586914, 0.13178123533725739, 0.0525188185274601, 0.11227429658174515, 0.24107705056667328, 0.2534427046775818, 0.10994011908769608, 0.3918461799621582, 0.032137978821992874, 0.13256697356700897, 0.23172064125537872, 0.23188826441764832, 0.23562078177928925, 0.32000085711479187]"
F9,"[0.12193275988101959, 0.33827850222587585, 0.5855027437210083, 0.015346314758062363, 0.16635297238826752, 0.16405850648880005, 0.2325279414653778, 0.0029390647541731596, 0.2554924786090851, 0.02937183901667595, 0.04968991503119469, 0.07736101746559143, 0.1719365417957306, 0.27620068192481995, 0.22237230837345123, 0.01668461039662361, 0.0855180025100708, 0.1667787879705429, 0.11091785132884979, 0.1764066070318222, 0.08450964093208313, 0.23768013715744019, 0.008382325991988182, 0.1440807282924652, 0.0541817806661129, 0.33249548077583313, 0.04467572644352913, 0.10993758589029312, 0.13739636540412903, 0.01101149432361126, 0.05510446056723595, 0.1901804804801941, 0.022314919158816338, 0.10000589489936829, 0.10543626546859741, 0.01019990723580122, 0.3049659729003906, 0.18052615225315094, 0.11841293424367905, 0.17203576862812042, 0.0012765952851623297, 0.08178336918354034, 0.16273821890354156, 0.12646694481372833, 0.1884181648492813, 0.1027996614575386, 0.19234775006771088, 0.3113920986652374, 0.11034997552633286, 0.1333329826593399, 0.04213231801986694, 0.22311773896217346, 0.42503443360328674, 0.14190636575222015, 0.11060778051614761, 0.250830739736557, 0.03317669406533241, 0.04609262943267822, 0.018319452181458473, 0.157390296459198, 0.018737977370619774, 0.2822732925415039, 0.18437983095645905, 0.2061665803194046, 0.05232033506035805, 0.15950776636600494, 0.13377004861831665, 0.4600829482078552, 0.11032680422067642, 0.06770169734954834, 0.0014788956614211202, 0.05347554758191109, 0.09954499453306198, 0.4132036566734314, 0.17590339481830597, 0.17066636681556702, 0.1397109180688858, 0.17813633382320404, 0.23540523648262024, 0.0007631865446455777, 0.014528531581163406, 0.018524641171097755, 0.20542678236961365, 0.10768366605043411, 0.18046464025974274, 0.026142330840229988, 0.23094455897808075, 0.5005059838294983, 0.1501508504152298, 0.15610875189304352, 0.14456510543823242, 0.21901121735572815, 0.05472160875797272, 0.04705469310283661, 0.13301719725131989, 0.18687905371189117, 0.006308106705546379, 0.15317422151565552, 0.2303568422794342, 0.41630932688713074, 0.09876687079668045, 0.24738627672195435, 0.17463819682598114, 0.0572052076458931, 0.1096457839012146, 0.11823081225156784, 0.12635350227355957, 0.4202544093132019, 0.2686524987220764, 0.12839274108409882, 0.043926481157541275, 0.0660770833492279, 0.07157711684703827, 0.0010008038952946663, 0.3750079274177551, 0.12193756550550461, 0.1060318872332573, 0.3319360017776489, 0.049792151898145676, 0.05880333483219147, 0.2796579599380493, 0.017109787091612816, 0.13975171744823456, 0.2962253987789154, 0.35465362668037415, 0.441455215215683, 0.010652707889676094, 0.0019777624402195215]"
F10,"[0.16341716051101685, 0.047709036618471146, 0.0006011188379488885, 0.3792378008365631, 0.011972644366323948, 0.27564123272895813, 0.047396332025527954, 0.12918733060359955, 0.03155376762151718, 0.5476017594337463, 0.3758940100669861, 0.008321745321154594, 0.0038435612805187702, 0.4229499399662018, 0.16243591904640198, 0.33289846777915955, 0.08163666725158691, 0.2919869124889374, 0.17905578017234802, 0.15241697430610657, 0.4865703284740448, 0.30710360407829285, 0.13240689039230347, 0.11277153342962265, 0.3174886405467987, 0.36337026953697205, 0.03971835970878601, 0.4129590690135956, 0.4770454466342926, 0.35612714290618896, 0.008001020178198814, 0.1976930797100067, 0.27105212211608887, 0.13835552334785461, 0.07347135990858078, 0.48119959235191345, 0.049582209438085556, 0.1301092952489853, 0.1273414045572281, 0.016379464417696, 0.05035040155053139, 0.2553907036781311, 0.5133005976676941, 0.07973208278417587, 0.1906459927558899, 0.027738140895962715, 0.13240918517112732, 0.29957830905914307, 0.02430558018386364, 0.0660894513130188, 0.11407962441444397, 0.02563055232167244, 0.10851123929023743, 0.01901295781135559, 0.1457042694091797, 0.19814124703407288, 0.02607184462249279, 0.24854806065559387, 0.16044633090496063, 0.04007125645875931, 0.026094233617186546, 0.15751829743385315, 0.14555707573890686, 0.2609730362892151, 0.03718356043100357, 0.10085919499397278, 0.24784956872463226, 0.10898155719041824, 0.18494091928005219, 0.5477277040481567, 0.2727835774421692, 0.1772633045911789, 0.1187601163983345, 0.19624543190002441, 0.07474885880947113, 0.1287398636341095, 0.21836474537849426, 0.022545667365193367, 0.4960991144180298, 0.24004514515399933, 0.1185740977525711, 0.17031645774841309, 0.3672870695590973, 0.41927018761634827, 0.4676864743232727, 0.09378431737422943, 0.0015936028212308884, 0.06968449801206589, 0.05743112787604332, 0.2528901994228363, 0.048024777323007584, 0.0996088907122612, 0.14769913256168365, 0.22246377170085907, 0.10947664827108383, 0.06990431994199753, 0.07040094584226608, 0.11568565666675568, 0.08214155584573746, 0.2942764461040497, 0.09179423004388809, 0.29165416955947876, 0.023435421288013458, 0.1141834408044815, 0.07445607334375381, 0.03046480007469654, 0.16956527531147003, 0.5476986765861511, 0.1344795674085617, 0.1688544899225235, 0.13913828134536743, 0.12812094390392303, 0.3378767967224121, 0.29709380865097046, 0.2578849494457245, 0.2511119544506073, 0.06711442768573761, 0.14666225016117096, 0.17865382134914398, 0.09871794283390045, 0.0214402973651886, 0.28422319889068604, 0.4326481521129608, 0.15784454345703125, 0.3893061876296997, 0.10779941082000732, 0.16397511959075928, 0.0024037801194936037]"
