feature_41,feature_53,feature_61,feature_16,feature_6,feature_67,feature_68,feature_38,feature_23,feature_32,feature_77,feature_63,feature_58,feature_4,feature_72,feature_46,target
0.339570613,0.18885166,0.430957458,0.605672641,0.218830018,0.831556503,0.18885166,0.448099271,0.178944258,3.037620642,1.67565235,1.603309981,0.115290892,2.81632854,0.108335872,0.192608387,1
0.321959168,0.184570009,0.457156163,0.587558708,0.211636155,0.849270413,0.200403601,0.420876066,0.17367967,2.921882488,1.743609645,1.671737556,0.118234503,2.789514042,0.10431543,0.194815275,1
0.3130859,0.190532165,0.510472323,0.602448823,0.209010905,0.846708698,0.193684548,0.404629807,0.173904725,2.944136216,1.926426587,1.663549904,0.117760205,2.687201071,0.106219278,0.200737337,1
0.328491923,0.185323468,0.430995859,0.520293199,0.222885842,0.833276763,0.192111873,0.386860323,0.179448894,2.500203611,1.700563438,1.484624262,0.117439413,2.466947197,0.111261965,0.184169439,1
0.312206258,0.188221388,0.481226533,0.507989795,0.213105949,0.878667779,0.205604228,0.360816436,0.174835504,2.456559688,1.839730218,1.534835211,0.116047838,2.36578488,0.110693923,0.185718259,1
0.303132141,0.183823529,0.478577489,0.521306627,0.218577766,0.843679299,0.190469457,0.354214276,0.179728458,2.467132679,1.816388575,1.507777149,0.115243213,2.38593897,0.109445701,0.186792986,1
0.329352608,0.181610135,0.415529219,0.485386549,0.225172847,0.798283613,0.181610135,0.368950346,0.186046512,2.288812068,1.528483858,1.338782182,0.114752758,2.334223759,0.111483449,0.177033102,1
0.298525799,0.182869198,0.451139241,0.478501229,0.214834152,0.843966245,0.191561181,0.340141278,0.171836609,2.281173219,1.652658228,1.386075949,0.116202532,2.260135135,0.113080169,0.174599156,1
0.279292343,0.178522099,0.455973757,0.458961717,0.207221578,0.83218232,0.186377762,0.32337587,0.170388631,2.139211137,1.834599448,1.404178177,0.116799033,2.125725058,0.105490331,0.167472376,1
0.336024218,0.171088129,0.410971223,0.44419778,0.22764884,0.803394784,0.189523381,0.357214934,0.198385469,1.922906155,1.516861511,1.288669065,0.126573741,2.096266398,0.116906475,0.175584532,1
0.323535374,0.183801691,0.429403701,0.449422258,0.229474965,0.842472013,0.190769934,0.343807014,0.196229475,1.957834989,1.613548092,1.326707791,0.119716701,2.072572471,0.131254284,0.173292209,1
0.319199058,0.17411876,0.455050863,0.443855516,0.216332941,0.836172226,0.194819021,0.326266196,0.197879859,1.887711033,1.722971374,1.30305181,0.115448308,2.006870828,0.125266146,0.180151408,1
0.332426209,0.175276243,0.395441989,0.417416789,0.230898053,0.80980663,0.203314917,0.353150513,0.199288256,1.749214988,1.426933702,1.251933702,0.126657459,1.946200544,0.126933702,0.167403315,1
0.321965685,0.174377725,0.415412741,0.41897903,0.225799619,0.832794262,0.190127971,0.337216691,0.214573184,1.770599449,1.500070314,1.288707636,0.123892561,1.958907011,0.125017578,0.170862045,1
