feature_41,feature_53,feature_61,feature_16,feature_6,feature_67,feature_68,feature_38,feature_23,feature_32,feature_77,feature_63,feature_58,feature_4,feature_72,feature_46,feature_15,feature_45,feature_26,feature_18,feature_59,feature_51,feature_33,feature_54,target
0.339570613,0.18885166,0.430957458,0.605672641,0.218830018,0.831556503,0.18885166,0.448099271,0.178944258,3.037620642,1.67565235,1.603309981,0.115290892,2.81632854,0.108335872,0.192608387,1.022060272,0.84272515,1.537226709,2.308745322,0.228043456,0.170118794,0.369509553,0.106305209,1
0.321959168,0.184570009,0.457156163,0.587558708,0.211636155,0.849270413,0.200403601,0.420876066,0.17367967,2.921882488,1.743609645,1.671737556,0.118234503,2.789514042,0.10431543,0.194815275,0.956675932,0.847614612,1.509249497,2.043036519,0.238073062,0.171427093,0.342279306,0.106592156,1
0.3130859,0.190532165,0.510472323,0.602448823,0.209010905,0.846708698,0.193684548,0.404629807,0.173904725,2.944136216,1.926426587,1.663549904,0.117760205,2.687201071,0.106219278,0.200737337,1.003634972,0.856165847,1.501243543,2.017983547,0.244817269,0.185456294,0.343696193,0.108303056,1
0.328491923,0.185323468,0.430995859,0.520293199,0.222885842,0.833276763,0.192111873,0.386860323,0.179448894,2.500203611,1.700563438,1.484624262,0.117439413,2.466947197,0.111261965,0.184169439,0.875390254,0.760233521,1.419709515,2.132754174,0.234946711,0.159799063,0.344509298,0.103183762,1
0.312206258,0.188221388,0.481226533,0.507989795,0.213105949,0.878667779,0.205604228,0.360816436,0.174835504,2.456559688,1.839730218,1.534835211,0.116047838,2.36578488,0.110693923,0.185718259,0.864912045,0.768112919,1.35987646,2.013696791,0.255527743,0.164650257,0.329125822,0.104783757,1
0.303132141,0.183823529,0.478577489,0.521306627,0.218577766,0.843679299,0.190469457,0.354214276,0.179728458,2.467132679,1.816388575,1.507777149,0.115243213,2.38593897,0.109445701,0.186792986,0.85912085,0.77969457,1.447909665,1.968275306,0.236849548,0.175692873,0.327597795,0.106476244,1
0.329352608,0.181610135,0.415529219,0.485386549,0.225172847,0.798283613,0.181610135,0.368950346,0.186046512,2.288812068,1.528483858,1.338782182,0.114752758,2.334223759,0.111483449,0.177033102,0.844280327,0.70224765,1.364236329,2.01257071,0.22451982,0.147854516,0.345380264,0.097834083,1
0.298525799,0.182869198,0.451139241,0.478501229,0.214834152,0.843966245,0.191561181,0.340141278,0.171836609,2.281173219,1.652658228,1.386075949,0.116202532,2.260135135,0.113080169,0.174599156,0.818642506,0.681940928,1.316646192,1.85703317,0.246835443,0.152405063,0.328163391,0.099493671,1
0.279292343,0.178522099,0.455973757,0.458961717,0.207221578,0.83218232,0.186377762,0.32337587,0.170388631,2.139211137,1.834599448,1.404178177,0.116799033,2.125725058,0.105490331,0.167472376,0.748259861,0.710808011,1.252030162,1.822070766,0.233857044,0.158839779,0.309164733,0.105145028,1
0.336024218,0.171088129,0.410971223,0.44419778,0.22764884,0.803394784,0.189523381,0.357214934,0.198385469,1.922906155,1.516861511,1.288669065,0.126573741,2.096266398,0.116906475,0.175584532,0.743491423,0.637927158,1.248234107,1.783249243,0.224145683,0.145458633,0.373965691,0.09330036,1
0.323535374,0.183801691,0.429403701,0.449422258,0.229474965,0.842472013,0.190769934,0.343807014,0.196229475,1.957834989,1.613548092,1.326707791,0.119716701,2.072572471,0.131254284,0.173292209,0.765659842,0.662097327,1.231096696,1.756132171,0.235549463,0.144391135,0.34684776,0.094356865,1
0.319199058,0.17411876,0.455050863,0.443855516,0.216332941,0.836172226,0.194819021,0.326266196,0.197879859,1.887711033,1.722971374,1.30305181,0.115448308,2.006870828,0.125266146,0.180151408,0.743031017,0.675065058,1.20691009,1.690812721,0.236337828,0.159451147,0.333922261,0.098414952,1
0.332426209,0.175276243,0.395441989,0.417416789,0.230898053,0.80980663,0.203314917,0.353150513,0.199288256,1.749214988,1.426933702,1.251933702,0.126657459,1.946200544,0.126933702,0.167403315,0.723047938,0.589502762,1.149047519,1.737701486,0.223480663,0.137845304,0.322378062,0.097651934,1
0.321965685,0.174377725,0.415412741,0.41897903,0.225799619,0.832794262,0.190127971,0.337216691,0.214573184,1.770599449,1.500070314,1.288707636,0.123892561,1.958907011,0.125017578,0.170862045,0.755348443,0.611165799,1.137894514,1.686083457,0.24483195,0.136408381,0.339970345,0.094642104,1
0.336414048,0.173352436,0.434527221,0.410556582,0.22181146,0.806160458,0.193839542,0.323475046,0.18402136,1.710002054,1.613896848,1.251289398,0.118481375,1.861162456,0.125787966,0.161031519,0.695830766,0.626361032,1.125898542,1.655781475,0.237249284,0.14269341,0.326966523,0.099140401,1
0.407478286,0.192243051,0.355074337,0.790961284,0.219049021,0.67498384,0.178474467,0.540850876,0.175621964,2.620197262,1.297220427,1.127407886,0.13697479,2.735757397,,0.191338074,0.956131312,0.908532644,1.463712645,1.711026056,0.233548804,0.115901745,0.387163256,0.138655462,1
0.36473029,0.191827243,0.373621262,0.727524205,0.199170124,0.684252492,0.176079734,0.478838174,0.163070539,2.422959889,1.363189369,1.137009967,0.136345515,2.546887967,,0.193156146,0.894467497,0.893488372,1.393914246,1.525172891,0.233820598,0.106644518,0.362102351,0.111362126,1
