pc1,pc2,cluster,pc1_variance,pc2_variance
-0.669769,-1.1980969,0,23.42553,12.366678
-0.6897375,-1.5731145,0,23.42553,12.366678
-0.6992895,-2.0815964,0,23.42553,12.366678
-1.4688313,0.91918784,0,23.42553,12.366678
-0.8950524,0.6123161,0,23.42553,12.366678
2.3544357,-1.5476209,1,23.42553,12.366678
-1.2367055,0.3236088,0,23.42553,12.366678
-1.2660342,-2.0478466,0,23.42553,12.366678
-2.6295314,0.35067102,0,23.42553,12.366678
-1.711045,-1.1635695,0,23.42553,12.366678
2.0434613,-0.5055873,1,23.42553,12.366678
-2.0987225,-0.3487026,0,23.42553,12.366678
1.788636,1.2739804,1,23.42553,12.366678
2.0582364,-0.052263375,1,23.42553,12.366678
0.79278684,-0.45107797,1,23.42553,12.366678
-2.078111,0.17384052,0,23.42553,12.366678
0.31926015,-0.2018745,0,23.42553,12.366678
-1.7285649,-0.45901367,0,23.42553,12.366678
2.8194413,0.7078897,1,23.42553,12.366678
1.2600496,-0.18456672,1,23.42553,12.366678
-1.187546,-1.1466963,0,23.42553,12.366678
-2.0737436,-0.86664486,0,23.42553,12.366678
1.4022659,0.1216361,1,23.42553,12.366678
-0.08160595,0.9201638,0,23.42553,12.366678
-1.3140703,0.029245142,0,23.42553,12.366678
2.836163,-1.1101625,1,23.42553,12.366678
-1.956386,-0.5071506,0,23.42553,12.366678
-0.032888483,0.8556467,0,23.42553,12.366678
0.23912677,-0.40973833,0,23.42553,12.366678
-1.9687673,0.63193667,0,23.42553,12.366678
-0.9057715,0.18669885,0,23.42553,12.366678
-1.4341714,1.3832496,0,23.42553,12.366678
-0.22078353,-0.22451559,0,23.42553,12.366678
-1.7810559,-0.43629512,0,23.42553,12.366678
2.6803212,0.9166081,1,23.42553,12.366678
-0.8156185,0.90063673,0,23.42553,12.366678
2.405564,-1.7119147,1,23.42553,12.366678
1.9747899,-0.71818966,1,23.42553,12.366678
0.9443595,-0.36288106,1,23.42553,12.366678
-3.3123958,1.139266,0,23.42553,12.366678
0.45911893,0.45010182,1,23.42553,12.366678
3.0317228,-2.8487139,1,23.42553,12.366678
2.6712832,-1.5735272,1,23.42553,12.366678
-1.9807975,1.2161956,0,23.42553,12.366678
-3.362359,1.1530855,0,23.42553,12.366678
-2.2485988,0.47014132,0,23.42553,12.366678
1.8529986,-0.11853239,1,23.42553,12.366678
0.33714196,0.06103128,1,23.42553,12.366678
-2.0384128,0.5884356,0,23.42553,12.366678
-0.65009934,-1.8605692,0,23.42553,12.366678
-1.3078958,-0.6361346,0,23.42553,12.366678
1.3897191,-0.10295072,1,23.42553,12.366678
1.0849885,1.0543364,1,23.42553,12.366678
-1.617758,-1.1850092,0,23.42553,12.366678
1.9712638,0.45901352,1,23.42553,12.366678
0.73642445,1.9626632,1,23.42553,12.366678
-0.57408404,-0.7802549,0,23.42553,12.366678
-1.6524298,0.054966692,0,23.42553,12.366678
0.095616125,0.106408335,0,23.42553,12.366678
-0.7439137,0.57237405,0,23.42553,12.366678
-2.1628008,-1.6445568,0,23.42553,12.366678
-0.5480556,1.2378768,0,23.42553,12.366678
0.34788314,0.24371526,0,23.42553,12.366678
2.0600252,-1.7598845,1,23.42553,12.366678
-1.2354258,0.89686054,0,23.42553,12.366678
0.14208497,1.3471506,1,23.42553,12.366678
-1.297611,-0.85915107,0,23.42553,12.366678
2.0987735,-0.122835964,1,23.42553,12.366678
-0.19621632,-0.10926283,0,23.42553,12.366678
-1.4328196,2.2681532,0,23.42553,12.366678
-1.0692973,0.12498749,0,23.42553,12.366678
-2.319143,0.74645,0,23.42553,12.366678
1.5939202,0.63096327,1,23.42553,12.366678
-0.31099686,-1.3279141,0,23.42553,12.366678
1.7930511,0.7667308,1,23.42553,12.366678
-1.9434999,-0.036918502,0,23.42553,12.366678
3.658344,0.7814014,1,23.42553,12.366678
-0.39515463,1.7768327,0,23.42553,12.366678
-0.90210235,-0.6787672,0,23.42553,12.366678
0.083846174,0.66924226,0,23.42553,12.366678
-2.2294176,-0.25769925,0,23.42553,12.366678
0.73404646,-0.43060443,1,23.42553,12.366678
1.2266402,0.43195114,1,23.42553,12.366678
-0.19250993,1.5927048,0,23.42553,12.366678
-0.97708887,-1.7220984,0,23.42553,12.366678
-0.49607766,-3.22668,0,23.42553,12.366678
-0.8385859,-3.1590457,0,23.42553,12.366678
1.2356404,2.1903663,1,23.42553,12.366678
1.8825463,-2.3129494,1,23.42553,12.366678
-0.14627413,1.2452316,0,23.42553,12.366678
