feature,weight_list
F1,"[0.013171403668820858, 0.06993557512760162, 0.010076966136693954, 0.027954528108239174, 0.11148377507925034, 0.005159240681678057, 0.07812254130840302, 0.058608151972293854, 0.04847853630781174, 0.10871139168739319, 0.04161009192466736, 0.07629979401826859, 0.10113837569952011, 0.004738104995340109, 0.11022703349590302, 0.03030554950237274, 0.11471931636333466, 0.024415023624897003, 0.09725265204906464, 0.07826406508684158, 0.002086606342345476, 0.014473562128841877, 0.05161178112030029, 0.053055837750434875, 0.005793144926428795, 0.05452577397227287, 0.018348123878240585, 0.11258535832166672, 0.02985968440771103, 0.032646797597408295, 0.09169984608888626, 0.001964372582733631, 0.02549636736512184, 0.1345972716808319, 0.014994560740888119, 0.008015832863748074, 0.016397422179579735, 0.05162620171904564, 0.0063944850116968155, 0.05491210147738457, 0.03395045921206474, 0.014840408228337765, 0.05807766690850258, 0.04579615220427513, 0.07523176074028015, 0.06314700096845627, 0.01565990224480629, 0.060109637677669525, 0.07656706869602203, 0.056335266679525375, 0.0007654371438547969, 0.16376489400863647, 0.06789838522672653, 0.02893189899623394, 0.057846106588840485, 0.07566757500171661, 0.01178344152867794, 0.049807358533144, 0.11078988015651703, 0.0645025223493576, 0.002296034013852477, 0.0385870635509491, 0.036113839596509933, 0.04635168984532356, 0.11447049677371979, 0.005739875137805939, 0.06718147546052933, 0.06803295016288757, 0.0806511789560318, 0.10529293119907379, 0.01353481225669384, 0.05920242890715599, 0.07628842443227768, 0.10449725389480591, 0.004973580129444599, 0.03950946405529976, 0.06866780668497086, 0.06001560762524605, 0.1101398766040802, 0.07353517413139343, 0.0009479678119532764, 0.09876132011413574, 0.06180775165557861, 0.11945029348134995, 0.014750247821211815, 0.05943022295832634, 0.050077907741069794, 0.12987324595451355, 5.642378891934641e-05, 0.052421972155570984, 0.019426539540290833, 0.014232894405722618, 0.05491241067647934, 0.11431009322404861, 0.02182096615433693, 0.05596654862165451, 0.09692463278770447, 0.03812027722597122, 0.02695341594517231, 0.1655856817960739, 0.018555302172899246, 0.11073686927556992, 0.10841807723045349, 0.02151951566338539, 0.08868393301963806, 0.11194021999835968, 0.04777529463171959, 0.018424250185489655, 0.049059171229600906, 0.1173345148563385, 0.013797522522509098, 0.06892620772123337, 0.0706537663936615, 0.05220073089003563, 0.0834314301609993, 0.0799214318394661, 0.004574901890009642, 0.017942048609256744, 0.08491293340921402, 0.1377781480550766, 0.06613855808973312, 0.12397778779268265, 0.09338191896677017, 0.021683592349290848, 0.14232231676578522, 0.004928299225866795, 0.08596032112836838, 0.053314272314310074]"
F2,"[0.09593693166971207, 0.06802726536989212, 0.03987375646829605, 0.18581680953502655, 0.06216339394450188, 0.0877302959561348, 0.018944261595606804, 0.057050757110118866, 0.09479934722185135, 0.07571490854024887, 0.05220543220639229, 0.02593180537223816, 0.0006903499597683549, 0.04210425540804863, 0.05656832456588745, 0.059173960238695145, 0.13139326870441437, 0.06513583660125732, 0.11196469515562057, 0.10666384547948837, 0.09336487203836441, 0.18608872592449188, 0.09402086585760117, 0.08401533216238022, 0.1062299981713295, 0.02007358893752098, 0.014139275066554546, 0.10493503510951996, 0.02466566488146782, 0.11734806001186371, 0.03239063918590546, 0.031228890642523766, 0.0680527314543724, 0.060051366686820984, 0.09656724333763123, 0.04626699909567833, 0.17109759151935577, 0.07554811984300613, 0.1348053365945816, 0.11127990484237671, 0.03237379342317581, 0.134116992354393, 0.14911803603172302, 0.13906246423721313, 0.07599171996116638, 0.037252169102430344, 0.14888617396354675, 0.13126219809055328, 0.12038037180900574, 0.12371034920215607, 0.004931237082928419, 0.14201988279819489, 0.0627424493432045, 0.09098240733146667, 0.1316462755203247, 0.07083506882190704, 0.030073147267103195, 0.038328997790813446, 0.04234849661588669, 0.05479948967695236, 0.009457405656576157, 0.15899714827537537, 0.06512952595949173, 0.08447327464818954, 0.12664829194545746, 0.009183550253510475, 0.03302686661481857, 0.09700992703437805, 0.022192254662513733, 0.09865230321884155, 0.21212300658226013, 0.06502769887447357, 0.02326185628771782, 0.13018609583377838, 0.048888202756643295, 0.1284905970096588, 0.02262355387210846, 0.030986158177256584, 0.0807008296251297, 0.09767374396324158, 0.03809485211968422, 0.026722757145762444, 0.04750729352235794, 0.10781707614660263, 0.03120696358382702, 0.14893142879009247, 0.022981157526373863, 0.0006779083050787449, 0.07032225281000137, 0.2066681683063507, 0.13642168045043945, 0.017404628917574883, 0.03180704638361931, 0.046479981392621994, 0.010479197837412357, 0.006765597499907017, 0.09346652030944824, 0.012798975221812725, 0.07334407418966293, 0.0012059299042448401, 0.019601864740252495, 0.07353194057941437, 0.07075216621160507, 0.020943056792020798, 0.07529482990503311, 0.06866263598203659, 0.018461428582668304, 0.06956535577774048, 0.07309027016162872, 0.12952327728271484, 0.03697526454925537, 0.09695902466773987, 0.04557070881128311, 0.07443024218082428, 0.013753066770732403, 0.08958616852760315, 0.12340009212493896, 0.005751330871134996, 0.008671406656503677, 0.029123151674866676, 0.05185156688094139, 0.006671415641903877, 0.041733626276254654, 0.01830681972205639, 0.13697759807109833, 0.004158667288720608, 0.1452200710773468, 0.03966361656785011]"
F3,"[0.01794222556054592, 0.04449343681335449, 0.020467324182391167, 0.013038106262683868, 0.011996445246040821, 0.03337647765874863, 0.03887325897812843, 8.056972728809342e-05, 0.017974816262722015, 0.01166751142591238, 0.020029893144965172, 0.03183126077055931, 0.00959883350878954, 0.013461443595588207, 0.06328731030225754, 0.018226362764835358, 0.04563039913773537, 0.034165553748607635, 0.030344855040311813, 0.039181649684906006, 0.015600067563354969, 0.03339310735464096, 0.0073325191624462605, 0.007688982877880335, 0.0006475994014181197, 0.029861383140087128, 0.03597862645983696, 0.007820021361112595, 0.006745513994246721, 0.01438391674309969, 0.016626112163066864, 0.06219199672341347, 0.020344246178865433, 0.0213591568171978, 0.014059627428650856, 0.02640737220644951, 0.020934797823429108, 0.025684500113129616, 0.01093319058418274, 0.031121592968702316, 0.007440509740263224, 0.06384245306253433, 0.04801473394036293, 0.0025495693553239107, 0.006458883639425039, 0.003994144033640623, 0.06160276383161545, 0.024880459532141685, 0.008526293560862541, 0.028854453936219215, 0.03606792166829109, 0.03914732486009598, 0.0017966334708034992, 0.022986218333244324, 0.004170631058514118, 0.01142652053385973, 0.052731193602085114, 0.002320824423804879, 0.010533231310546398, 0.02548963762819767, 0.04135742783546448, 0.04117872565984726, 0.032489337027072906, 0.014000912196934223, 0.02210301160812378, 0.03706486523151398, 0.022189369425177574, 0.006318483501672745, 0.00930545199662447, 0.044843889772892, 0.010223634541034698, 0.002855720231309533, 0.04247601702809334, 0.014567414298653603, 0.015800360590219498, 0.006029296200722456, 0.0030463123694062233, 0.010239869356155396, 0.0323510468006134, 0.016692304983735085, 0.0191168412566185, 0.030854329466819763, 0.051690537482500076, 0.02078285813331604, 0.0006693779723718762, 0.023850206285715103, 0.005750472657382488, 0.0026011886075139046, 0.002995065413415432, 0.016530996188521385, 0.016530390828847885, 0.030790524557232857, 0.002920985920354724, 0.04441235587000847, 0.05503629893064499, 0.00526445684954524, 0.0047756158746778965, 0.010616474784910679, 0.0001422219502273947, 0.03424016758799553, 0.006071867421269417, 0.036465566605329514, 0.030341973528265953, 0.008298307657241821, 0.04796687513589859, 0.052898745983839035, 0.013864553533494473, 0.003058321075513959, 0.004348944406956434, 0.025326590985059738, 0.0026334822177886963, 0.00464521162211895, 0.0200345516204834, 0.050480276346206665, 0.008004150353372097, 0.012411195784807205, 0.02492661401629448, 0.03709224984049797, 0.014780758880078793, 0.02552352100610733, 0.0017555549275130033, 0.019852304831147194, 0.019939212128520012, 0.031335584819316864, 0.017583001405000687, 0.035435330122709274, 0.0206645168364048, 0.0209500789642334]"
F4,"[0.053034376353025436, 0.008916284888982773, 0.06135423108935356, 0.03375796601176262, 0.03513740748167038, 0.0021627447567880154, 0.12149375677108765, 0.0034697672817856073, 0.004977323114871979, 0.03116140142083168, 0.10418922454118729, 0.06338687241077423, 0.0647818073630333, 0.03177034482359886, 0.03517652302980423, 0.09894390404224396, 0.03294801339507103, 0.060774121433496475, 0.00526813929900527, 0.06896738708019257, 0.00020824064267799258, 0.028255300596356392, 0.06754859536886215, 0.04094134643673897, 0.05049419775605202, 0.04193143919110298, 0.04408613219857216, 0.0944434106349945, 0.02525503560900688, 0.03667294606566429, 0.10335247218608856, 0.03151450306177139, 0.025048095732927322, 0.05751625448465347, 0.07919640094041824, 0.02921619638800621, 0.02949216403067112, 0.0038270875811576843, 0.015302605926990509, 0.06313024461269379, 0.08151200413703918, 0.11331713199615479, 0.014361858367919922, 0.07850249856710434, 0.08028370887041092, 0.0022438904270529747, 0.01811126619577408, 0.0864209309220314, 0.009215423837304115, 0.05471447482705116, 0.08473444730043411, 0.009281535632908344, 0.012629138305783272, 0.08422978222370148, 0.07411878556013107, 0.04254378750920296, 0.1428159773349762, 0.005813369993120432, 0.06465208530426025, 0.02729818969964981, 0.019072407856583595, 0.01479345839470625, 0.043879128992557526, 0.040505360811948776, 0.029951343312859535, 0.09461767226457596, 0.09089118987321854, 0.055194955319166183, 0.012978501617908478, 0.04652348533272743, 0.08614509552717209, 0.06338034570217133, 0.056935716420412064, 0.09041649103164673, 0.03189092129468918, 0.06843234598636627, 0.14276176691055298, 0.09859918057918549, 0.046218737959861755, 0.019649915397167206, 0.020704170688986778, 0.03621923178434372, 0.012773644179105759, 0.05793711170554161, 0.03973883390426636, 0.05264915153384209, 0.0712914988398552, 0.10860835760831833, 0.025502102449536324, 0.04483387619256973, 0.0819544717669487, 0.11223547160625458, 0.05973673239350319, 0.03826966881752014, 0.012526968494057655, 0.030781971290707588, 0.016062358394265175, 0.07357420772314072, 0.06396829336881638, 0.040484145283699036, 0.052656613290309906, 0.037314657121896744, 0.031229300424456596, 0.008116803131997585, 0.009247449226677418, 0.025619985535740852, 0.028642039746046066, 0.06723793596029282, 0.0230107344686985, 0.009573026560246944, 0.03492771089076996, 0.005607049912214279, 0.016367660835385323, 0.0029155088122934103, 0.01794334501028061, 0.11242704838514328, 0.021962549537420273, 0.04740142822265625, 0.03609142452478409, 0.02770199626684189, 0.10210974514484406, 0.030925070866942406, 0.02549278549849987, 0.001844554441049695, 0.05820365622639656, 0.08812451362609863, 0.05760800465941429, 0.010000255890190601]"
F5,"[0.09002695977687836, 0.054718200117349625, 0.1160087138414383, 0.0592225044965744, 0.12451720237731934, 0.02017979882657528, 0.11868789792060852, 0.08052639663219452, 0.09660913050174713, 0.13433293998241425, 0.00946882739663124, 0.06296442449092865, 0.09439888596534729, 0.017204320058226585, 0.11836642771959305, 0.19468694925308228, 0.10210694372653961, 0.015038563869893551, 0.02797871083021164, 0.06402014195919037, 0.01920618861913681, 0.04776338115334511, 0.054710958153009415, 0.046047236770391464, 0.07365576177835464, 0.14866524934768677, 0.036802295595407486, 0.17186273634433746, 0.08696111291646957, 0.058722615242004395, 0.06956497579813004, 0.03727460280060768, 0.09877584874629974, 0.06398414075374603, 0.08585446327924728, 0.07578876614570618, 0.06138897314667702, 0.030153395608067513, 0.17351587116718292, 0.12595738470554352, 0.09515385329723358, 0.0848640650510788, 0.12353580445051193, 0.0739998146891594, 0.1257985383272171, 0.015399649739265442, 0.06824660301208496, 0.06410044431686401, 0.06865145266056061, 0.07525961846113205, 0.0089789479970932, 0.07953397929668427, 0.020253272727131844, 0.11676234751939774, 0.05700257048010826, 0.1138133704662323, 0.12186728417873383, 0.002880550455302, 0.0038376804441213608, 0.01648641750216484, 0.09943325072526932, 0.10372605919837952, 0.12068294733762741, 0.06069893017411232, 0.06899762153625488, 0.04493774473667145, 0.08892816305160522, 0.021683886647224426, 0.1555323302745819, 0.11740625649690628, 0.016995418816804886, 0.1222420260310173, 0.12336736917495728, 0.04177362099289894, 0.09143003821372986, 0.06043156236410141, 0.19162528216838837, 0.05166749656200409, 0.10023311525583267, 0.02905850112438202, 0.014129936695098877, 0.040603380650281906, 0.010516200214624405, 0.043073587119579315, 0.07513003051280975, 0.16107840836048126, 0.10598470270633698, 0.017347628250718117, 0.0953020378947258, 0.01265505701303482, 0.05665883049368858, 0.06480689346790314, 0.0783436968922615, 0.011048604734241962, 0.02109847217798233, 0.007964235730469227, 0.1238354817032814, 0.05828096717596054, 0.07069457322359085, 0.01713581010699272, 0.02892707847058773, 0.15408805012702942, 0.031490400433540344, 0.0044071790762245655, 0.0024622667115181684, 0.09263810515403748, 0.044016387313604355, 0.05184904485940933, 0.04609980061650276, 0.02005598321557045, 0.08126947283744812, 0.07230139523744583, 0.007438029162585735, 0.05153126269578934, 0.11640205979347229, 0.11964434385299683, 0.180495485663414, 0.03782237693667412, 0.11399096250534058, 0.061670221388339996, 0.0557720921933651, 0.009905077517032623, 0.04226100072264671, 0.1288701444864273, 0.07778651267290115, 0.03696788102388382, 0.11155957728624344, 0.021785998716950417]"
F6,"[0.03391009196639061, 0.040614474564790726, 0.025303339585661888, 0.006521252915263176, 0.0020698425360023975, 0.008426884189248085, 0.030775198712944984, 0.03527339920401573, 0.023491743952035904, 0.09365421533584595, 0.03224259987473488, 0.05652882158756256, 0.041935112327337265, 0.0033505333121865988, 0.021998178213834763, 0.0848279595375061, 0.06493732333183289, 0.042453259229660034, 0.059113509953022, 0.035769153386354446, 0.02436569146811962, 0.036784134805202484, 0.03383412957191467, 0.031394727528095245, 0.025305382907390594, 0.05962728336453438, 0.0470849946141243, 0.008135702461004257, 0.007101778872311115, 0.036525823175907135, 0.03750604763627052, 0.06939548254013062, 0.060074109584093094, 0.02776656672358513, 0.016752634197473526, 0.021531254053115845, 0.01579175516963005, 0.0011837732745334506, 0.04458329826593399, 0.058176808059215546, 0.07091104984283447, 0.04596436396241188, 0.019068855792284012, 0.05327631160616875, 0.013427261263132095, 0.00026893490576185286, 0.01215016096830368, 0.03593682125210762, 0.018214629963040352, 0.03881479427218437, 0.06750659644603729, 0.06987763196229935, 0.02234213799238205, 0.011589537374675274, 0.015303670428693295, 0.0426650270819664, 0.02512347511947155, 0.03692508488893509, 0.07368585467338562, 0.004738824442028999, 0.014597312547266483, 0.01935642585158348, 0.08689678460359573, 0.010653415694832802, 0.012641383334994316, 0.0001717969571473077, 0.011642618104815483, 0.020466553047299385, 0.053032081574201584, 0.05871288478374481, 0.02783994749188423, 0.024447757750749588, 0.04583217203617096, 0.032315973192453384, 0.009780146181583405, 0.04351181536912918, 0.0800190269947052, 0.02625887654721737, 0.026635026559233665, 0.0680704116821289, 0.010460242629051208, 0.0012753073824569583, 0.013681486248970032, 0.0496879406273365, 0.055643610656261444, 0.00843117106705904, 0.01428487990051508, 0.015442377887666225, 0.03817925602197647, 0.009302503429353237, 0.08492152392864227, 0.04003721475601196, 0.027319105342030525, 0.04611882194876671, 0.07198330760002136, 0.08258483558893204, 0.001860670163296163, 0.06012789532542229, 0.04450858011841774, 0.027434395626187325, 0.03494558110833168, 0.06238260120153427, 0.007320400793105364, 0.07765216380357742, 0.031999196857213974, 0.019049858674407005, 0.05469311773777008, 0.009241881780326366, 7.203456334536895e-05, 0.0020165478345006704, 0.05204140767455101, 0.01018973533064127, 0.028548365458846092, 0.00024467852199450135, 0.06758866459131241, 0.01813465729355812, 0.012871856801211834, 0.029925931245088577, 0.05046100169420242, 0.049651239067316055, 0.03311805799603462, 0.08264147490262985, 0.02494964934885502, 0.0007149896118789911, 0.010218914598226547, 0.03222520276904106, 0.03970344364643097, 0.024601228535175323]"
F7,"[0.024490056559443474, 0.07836860418319702, 0.0031415652483701706, 0.005284612998366356, 0.07871632277965546, 0.05436835065484047, 0.015778809785842896, 0.02485121414065361, 0.005356374196708202, 0.10473117232322693, 0.06841057538986206, 0.08709646016359329, 0.1218189150094986, 0.0007014042930677533, 0.1433640718460083, 0.024480560794472694, 0.0791826844215393, 0.032893743366003036, 0.05423582345247269, 0.08541363477706909, 0.0982203334569931, 0.034022022038698196, 0.07426280528306961, 0.0030533382669091225, 0.013661357574164867, 0.029926709830760956, 0.05790790542960167, 0.04443137347698212, 0.011238359846174717, 0.11067640036344528, 0.07217830419540405, 0.072496198117733, 0.020192358642816544, 0.06864117085933685, 0.015644298866391182, 0.004828650504350662, 0.013784777373075485, 0.055782902985811234, 0.006365259177982807, 0.008329966105520725, 0.11160639673471451, 0.04317137226462364, 0.058585572987794876, 0.011438729241490364, 0.13994170725345612, 0.04960218071937561, 0.08382066339254379, 0.11310283839702606, 0.07003363221883774, 0.0299471914768219, 0.08146552741527557, 0.10779499262571335, 0.08820007741451263, 0.05569399893283844, 0.006527649704366922, 0.12075673043727875, 0.16411015391349792, 0.053008511662483215, 0.028504308313131332, 0.03250462934374809, 0.061991505324840546, 0.09506329149007797, 0.028767995536327362, 0.13335424661636353, 0.09656903147697449, 0.028848137706518173, 0.021936235949397087, 0.020455094054341316, 0.10020580887794495, 0.025270424783229828, 0.059769414365291595, 0.01067989133298397, 0.03050547093153, 0.08612808585166931, 0.008497781120240688, 0.17322729527950287, 0.012728230096399784, 0.003041844582185149, 0.03888315334916115, 0.011727233417332172, 0.019166231155395508, 0.07148545980453491, 0.08640796691179276, 0.10041113942861557, 0.015321063809096813, 0.10088708251714706, 0.0893472358584404, 0.02561492659151554, 0.042888566851615906, 0.031925588846206665, 0.011198446154594421, 0.054531797766685486, 0.034631501883268356, 0.035347193479537964, 0.04267413169145584, 0.04236537590622902, 0.1592688411474228, 0.0671454593539238, 0.0407102070748806, 0.08006158471107483, 0.056202832609415054, 0.025941016152501106, 0.039109233766794205, 0.09212092310190201, 0.02506461925804615, 0.05679217353463173, 0.06833000481128693, 0.021800493821501732, 0.10406561195850372, 0.07364870607852936, 0.03158176317811012, 0.059241894632577896, 0.07851427793502808, 0.04815329611301422, 0.013375239446759224, 0.07148966938257217, 0.09365800023078918, 0.0623059943318367, 0.07895351201295853, 0.09950169920921326, 0.07529155164957047, 0.03388386592268944, 0.022904442623257637, 0.05787040665745735, 0.06416979432106018, 0.059528056532144547, 0.03337298706173897, 0.06588731706142426]"
F8,"[0.09367460757493973, 0.016941383481025696, 0.11769022792577744, 0.019464639946818352, 0.05536666139960289, 0.0978902205824852, 0.03676198050379753, 0.09075240790843964, 0.08138978481292725, 0.048150911927223206, 0.02534233033657074, 0.009565914049744606, 0.006567664910107851, 0.06366504728794098, 0.03420260548591614, 0.05461636930704117, 0.0035011242143809795, 0.029296351596713066, 0.029262498021125793, 0.053106386214494705, 0.09196698665618896, 0.014173958450555801, 0.029159167781472206, 0.1002785861492157, 0.06747468560934067, 0.037144891917705536, 0.038802772760391235, 0.0017785578966140747, 0.024416811764240265, 0.03540243208408356, 0.0478154756128788, 0.08386602997779846, 0.08938871324062347, 0.10950148105621338, 0.0709734782576561, 0.07509151846170425, 0.019067106768488884, 0.037419699132442474, 0.04608229175209999, 0.046311695128679276, 0.03749847039580345, 0.010543674230575562, 0.09194424003362656, 0.022877100855112076, 0.044984959065914154, 0.04817333444952965, 0.1291743963956833, 0.07445240765810013, 0.08157049864530563, 0.01682259328663349, 0.03318663686513901, 0.030484097078442574, 0.04963431507349014, 0.0713009312748909, 0.03489988297224045, 0.016478195786476135, 0.04154679924249649, 0.09355457127094269, 0.04640314355492592, 0.05529509857296944, 0.02432105503976345, 0.06879788637161255, 0.030570534989237785, 0.06940499693155289, 0.004329140763729811, 0.007668667007237673, 0.010422390885651112, 0.015461771748960018, 0.0449969656765461, 0.09788256883621216, 0.00628438126295805, 0.03292474150657654, 0.07646825909614563, 0.06528645008802414, 0.08170250058174133, 0.11169932037591934, 0.05268644914031029, 0.06903234869241714, 0.0024195993319153786, 0.025911537930369377, 0.07198649644851685, 0.05510999634861946, 0.04173215478658676, 0.011077252216637135, 0.012871278449892998, 0.0418718196451664, 0.006118105724453926, 0.03590535372495651, 0.05036432296037674, 0.06773771345615387, 0.017201516777276993, 0.0791376531124115, 0.055927690118551254, 0.008906672708690166, 0.031091289594769478, 0.015675809234380722, 0.1124182790517807, 0.048436783254146576, 0.048144981265068054, 0.026476126164197922, 0.03976471349596977, 0.057664088904857635, 0.02666153572499752, 0.017718715593218803, 0.024156752973794937, 0.033174917101860046, 0.051931899040937424, 0.0353664793074131, 0.011334899812936783, 0.03272128850221634, 0.07211624085903168, 0.0959598496556282, 0.03926163539290428, 0.07305949181318283, 0.08608119189739227, 0.015995291993021965, 0.028252609074115753, 0.011927671730518341, 0.08758656680583954, 0.02190675586462021, 0.012549788691103458, 0.03164064511656761, 0.004701245576143265, 0.048190511763095856, 0.041770536452531815, 0.037324391305446625, 0.13618241250514984, 0.09171972423791885]"
F9,"[5.057673479313962e-05, 0.097792848944664, 0.018981164321303368, 0.10904795676469803, 0.08123953640460968, 0.0037556709721684456, 0.01614069566130638, 0.05047883838415146, 0.024885643273591995, 0.016667257994413376, 0.07507357001304626, 0.03710736706852913, 0.07036187499761581, 0.032433927059173584, 0.05854794383049011, 0.016886698082089424, 0.005332166329026222, 0.047687750309705734, 0.02360382117331028, 0.03576178476214409, 0.12626083195209503, 0.04852496087551117, 0.07058489322662354, 0.027906527742743492, 0.008946630172431469, 0.03865961730480194, 0.028390923514962196, 0.02929437905550003, 0.012457838281989098, 0.011669454164803028, 0.05775244161486626, 0.09341242909431458, 0.06534748524427414, 0.030828475952148438, 0.07076351344585419, 0.023283135145902634, 0.06321068108081818, 0.04949953407049179, 0.04322100803256035, 0.008071611635386944, 0.042342137545347214, 0.0775253027677536, 0.017034422606229782, 0.0085479486733675, 0.06548399478197098, 0.019999420270323753, 0.07926660031080246, 0.047397881746292114, 0.10405246168375015, 0.026873327791690826, 0.016051754355430603, 0.01010115910321474, 0.022445132955908775, 0.06360509991645813, 0.0006310861208476126, 0.005123968701809645, 0.10192020237445831, 0.047650955617427826, 0.001447862945497036, 0.0021601978223770857, 0.014281732961535454, 0.06412525475025177, 0.09548179805278778, 0.029215747490525246, 0.07535073906183243, 0.009073793888092041, 0.029845386743545532, 0.010118997655808926, 0.07525766640901566, 0.03126977011561394, 0.025601781904697418, 0.004367966670542955, 0.040240366011857986, 0.08228963613510132, 0.027513988316059113, 0.0017329917754977942, 0.027068890631198883, 0.019746338948607445, 0.08529910445213318, 0.063245490193367, 0.01637519709765911, 0.020892977714538574, 0.049153368920087814, 0.024402597919106483, 0.040538039058446884, 0.0208062045276165, 0.003970500081777573, 0.007675821427255869, 0.05028782784938812, 0.021669568493962288, 0.09495848417282104, 0.033654071390628815, 0.06204548850655556, 0.0038466404657810926, 0.03274611756205559, 0.07808753103017807, 0.0361265167593956, 0.04902270436286926, 0.020404189825057983, 0.004631862975656986, 0.047922540456056595, 0.07904557138681412, 0.08017957955598831, 0.08323930948972702, 0.033131543546915054, 0.08140438795089722, 0.010021223686635494, 0.0494651235640049, 0.010340232402086258, 0.0559203214943409, 0.028420450165867805, 0.027653157711029053, 0.01738269440829754, 0.09163297712802887, 0.07898113131523132, 0.03504100814461708, 0.025935757905244827, 0.009319604374468327, 0.033919528126716614, 0.05509684979915619, 0.028754664584994316, 0.00835901964455843, 0.06142650172114372, 0.05990635231137276, 0.07904644310474396, 0.040009547024965286, 0.06355065852403641, 0.09344490617513657]"
F10,"[0.16101230680942535, 0.0434768982231617, 0.07881684601306915, 0.06617937237024307, 0.03140108659863472, 0.048611048609018326, 0.09777367115020752, 0.0906355232000351, 0.06408456712961197, 0.06787841767072678, 0.10372145473957062, 0.03676270693540573, 0.07879985868930817, 0.13491137325763702, 0.0806259959936142, 0.12369140237569809, 0.041353847831487656, 0.04680969566106796, 0.05438530445098877, 0.15454842150211334, 0.12897640466690063, 0.044890396296978, 0.015953777357935905, 0.0059637404046952724, 0.07551833242177963, 0.02959848940372467, 0.00621055718511343, 0.20313678681850433, 0.0657302513718605, 0.06009209528565407, 0.05532342940568924, 0.06145898625254631, 0.03669807314872742, 0.013156909495592117, 0.15801765024662018, 0.041145920753479004, 0.12534652650356293, 0.05081428587436676, 0.07154717296361923, 0.00037502151099033654, 0.014297698624432087, 0.048383716493844986, 0.02415083535015583, 0.026633840054273605, 0.0680265873670578, 0.1007184311747551, 0.0830308347940445, 0.0745081976056099, 0.018727291375398636, 0.06593652814626694, 0.020328674465417862, 0.00901931431144476, 0.07640121877193451, 0.005370800849050283, 0.12693063914775848, 0.015090294182300568, 0.11432351917028427, 0.03201035037636757, 0.036262139678001404, 0.08092963695526123, 0.009835395030677319, 0.10497402399778366, 0.07100489735603333, 0.09217756986618042, 0.11077533662319183, 0.001011437620036304, 0.10251890122890472, 0.033809930086135864, 0.026907162740826607, 0.05047336220741272, 0.14461766183376312, 0.12319033592939377, 0.06483881175518036, 0.03690740838646889, 0.18821343779563904, 0.13329818844795227, 0.12179995328187943, 0.054840657860040665, 0.024255523458123207, 0.02876637876033783, 0.11313264071941376, 0.05841970071196556, 0.01420010905712843, 0.0508526936173439, 0.07004448026418686, 0.16180916130542755, 0.02276298590004444, 0.011153091676533222, 0.008011451922357082, 0.1388808786869049, 0.1450444608926773, 0.0873442217707634, 0.015540248714387417, 0.10225167125463486, 0.15402401983737946, 0.035760074853897095, 0.08985426276922226, 0.023599516600370407, 0.08129347115755081, 0.11874883621931076, 0.17948071658611298, 0.03434969112277031, 0.0671284943819046, 0.09777654707431793, 0.08300720900297165, 0.03999626636505127, 0.1013181284070015, 0.0421232134103775, 0.07051720470190048, 0.016245940700173378, 0.07017756253480911, 0.024662140756845474, 0.08746708929538727, 0.11116873472929001, 0.1688328981399536, 0.02525707148015499, 0.07703479379415512, 0.10528421401977539, 0.006696614902466536, 0.11533614993095398, 0.08854374289512634, 0.03610017150640488, 0.06004251539707184, 0.00760283786803484, 0.04249091073870659, 0.039625801146030426, 0.06690467894077301, 0.051486991345882416]"
