feature,weight_list
F1,"[0.061718862503767014, 0.06319586932659149, 0.08257468044757843, 0.07217545807361603, 0.026484854519367218, 0.0021329170558601618, 0.06712743639945984, 0.08041742444038391, 0.009678486734628677, 0.06412272900342941, 0.27148231863975525, 0.07495594024658203, 0.03312404081225395, 0.03612445294857025, 0.07394293695688248, 0.09450453519821167, 0.11193013936281204, 0.037801843136548996, 0.05226798355579376, 0.06658511608839035, 0.23786859214305878, 0.06206749379634857, 0.05343152582645416, 0.1565650850534439, 0.028595492243766785, 0.01594034768640995, 0.057416923344135284, 0.023119008168578148, 0.05091191828250885, 0.08065344393253326, 0.027645297348499298, 0.24373160302639008, 0.12338199466466904, 0.12129497528076172, 0.07259567081928253, 0.16160236299037933, 0.06773632019758224, 0.002801164984703064, 0.11285925656557083, 0.012225591577589512, 0.10077860206365585, 0.006349619943648577, 0.042817603796720505, 0.047773320227861404, 0.022411897778511047, 0.02083909884095192, 0.05849703773856163, 0.07106736302375793, 0.25684404373168945, 0.019123775884509087, 0.010053137317299843, 0.046332329511642456, 0.11257308721542358, 0.07004851847887039, 0.11511832475662231, 0.19212095439434052, 0.01178661361336708, 0.043085258454084396, 0.11688455939292908, 0.05483327805995941, 0.012327891774475574, 0.16176694631576538, 0.14704671502113342, 0.04388987272977829, 0.19671028852462769, 0.07864335924386978, 0.05022120475769043, 0.054788216948509216, 0.1986420452594757, 0.11368472874164581, 0.07645905762910843, 0.17683173716068268, 0.10696791857481003, 0.1739678829908371, 0.016012804582715034, 0.07139060646295547, 0.054504744708538055, 0.02415996789932251, 0.04501775652170181, 0.035661209374666214, 0.0017062965780496597, 0.03774004802107811, 0.06366182118654251, 0.018436884507536888, 0.0672156885266304, 0.19058576226234436, 0.06973058730363846, 0.060616303235292435, 0.01635117456316948, 0.012415053322911263, 0.11501501500606537, 0.02254871279001236, 0.03447983041405678, 0.012379415333271027, 0.07987277209758759, 0.1411866843700409, 0.09684507548809052, 0.06177053228020668, 0.11736255884170532, 0.05525650829076767, 0.127047598361969, 0.05395721271634102, 0.028905419632792473, 0.0006645282846875489, 0.08122227340936661, 0.062193356454372406, 0.06639385223388672, 0.00909645576030016, 0.15786051750183105, 0.1091378927230835, 0.09028518199920654, 0.02417454496026039, 0.024638595059514046, 0.017680564895272255, 0.06781715154647827, 0.17406414449214935, 0.057683005928993225, 0.22507783770561218, 0.2482217252254486, 0.055378131568431854, 0.025407450273633003, 0.1855217069387436, 0.04521380364894867, 0.031209291890263557, 0.07551456242799759, 0.040973000228405, 0.16317026317119598, 0.19682613015174866]"
F2,"[0.009855725802481174, 0.003960723057389259, 0.0034411465749144554, 0.2652016580104828, 0.11412009596824646, 0.05091243237257004, 0.13545538485050201, 0.14189817011356354, 0.04016214981675148, 0.06115515157580376, 0.15250730514526367, 0.09295039623975754, 0.213906392455101, 0.029562566429376602, 0.06725753098726273, 0.0873270034790039, 0.0747576504945755, 0.059121228754520416, 0.09736347943544388, 0.09183736145496368, 0.15393659472465515, 0.08016440272331238, 0.06739768385887146, 0.11267362534999847, 0.17848005890846252, 0.1257990151643753, 0.0634678527712822, 0.09116519242525101, 0.04161319509148598, 0.16929171979427338, 0.0762064978480339, 0.26860082149505615, 0.07732538878917694, 0.17195771634578705, 0.19392716884613037, 0.02368650957942009, 0.16321614384651184, 0.0852566510438919, 0.0663064643740654, 0.13082346320152283, 0.11621902137994766, 0.11184729635715485, 0.044201627373695374, 0.035336825996637344, 0.08367504924535751, 0.06973320990800858, 0.04847867414355278, 0.06574533134698868, 0.28122156858444214, 0.1510728895664215, 0.0018933399114757776, 0.12439601123332977, 0.10517694801092148, 0.09809580445289612, 0.00230602384544909, 0.02317957952618599, 0.01752939261496067, 0.02344704046845436, 0.04807526618242264, 0.084623321890831, 0.06768141686916351, 0.03328592702746391, 0.1576913446187973, 0.1531836986541748, 0.19263619184494019, 0.1486518234014511, 0.08737695962190628, 0.17669859528541565, 0.03176768869161606, 0.05583817511796951, 0.076966293156147, 0.16433289647102356, 0.06719247251749039, 0.17084245383739471, 0.04454373940825462, 0.010947302915155888, 0.11744650453329086, 0.14592890441417694, 0.1029730886220932, 0.009710500948131084, 0.0923401266336441, 0.05572270229458809, 0.02944956347346306, 0.050431329756975174, 0.19601529836654663, 0.0985591784119606, 0.11076611280441284, 0.2014501839876175, 0.01800510473549366, 0.13588698208332062, 0.13237594068050385, 0.041678689420223236, 0.07897515594959259, 0.03455233946442604, 0.01472497545182705, 0.02307886630296707, 0.056746549904346466, 0.10081633180379868, 0.01971360668540001, 0.09923290461301804, 0.032121993601322174, 0.13453499972820282, 0.005477997474372387, 0.12118325382471085, 0.018221529200673103, 6.764900899725035e-05, 0.03447730094194412, 0.05474666878581047, 0.09020259231328964, 0.13858525454998016, 0.17907683551311493, 0.05461134389042854, 0.17984841763973236, 0.05835297331213951, 0.048562828451395035, 0.09656692296266556, 0.013697571121156216, 0.11498299986124039, 0.2065693587064743, 0.00036593677941709757, 0.009890315122902393, 0.23497717082500458, 0.011549435555934906, 0.17804084718227386, 0.012253481894731522, 0.01557691115885973, 0.18852919340133667, 0.015136122703552246]"
F3,"[0.05291004851460457, 0.0640653595328331, 0.017433352768421173, 0.03009038232266903, 0.041798099875450134, 0.04943237826228142, 0.1048341691493988, 0.09393952786922455, 0.11999356001615524, 0.04176501929759979, 0.09701220691204071, 0.05178232863545418, 0.12398919463157654, 0.038791004568338394, 0.31732240319252014, 0.211415633559227, 0.11088333278894424, 0.12639440596103668, 0.035267725586891174, 0.1149148941040039, 0.08778449147939682, 0.17281486093997955, 0.019044380635023117, 0.1441364288330078, 0.18486422300338745, 0.0478597953915596, 0.11996114253997803, 0.008512141183018684, 0.09042151272296906, 0.08925333619117737, 0.07947424054145813, 0.31347620487213135, 0.1981678158044815, 0.013015958480536938, 0.01254412904381752, 0.1579199582338333, 0.038198936730623245, 0.06065705046057701, 0.11453963816165924, 0.17518474161624908, 0.08111841976642609, 0.03152593970298767, 0.03725702688097954, 0.04461827874183655, 0.03083016909658909, 0.06157736852765083, 0.068333201110363, 0.12314102798700333, 0.08448139578104019, 0.11278931051492691, 0.0196054857224226, 0.09692975878715515, 0.08927485346794128, 0.014590862207114697, 0.00796337891370058, 0.23389947414398193, 0.08549876511096954, 0.09105236828327179, 0.21121925115585327, 0.19100601971149445, 0.4132523834705353, 0.058192335069179535, 0.07860137522220612, 0.002299170708283782, 0.1535249948501587, 0.004207555670291185, 0.05694838985800743, 0.0495322085916996, 0.14207951724529266, 0.03662867099046707, 0.20162056386470795, 0.1979825496673584, 0.11636731028556824, 0.029813051223754883, 0.3727274537086487, 0.050234124064445496, 0.06256693601608276, 0.20103338360786438, 0.15729044377803802, 0.044519711285829544, 0.037236541509628296, 0.07987586408853531, 0.018549032509326935, 0.16710782051086426, 0.13378866016864777, 0.039263635873794556, 0.11290724575519562, 0.010387936607003212, 0.13045810163021088, 0.018040191382169724, 0.043443452566862106, 0.06825219094753265, 0.058316249400377274, 0.01509989332407713, 0.009548884816467762, 0.16551323235034943, 0.04449911415576935, 0.007845879532396793, 0.0357065349817276, 0.14736537635326385, 0.07717034965753555, 0.029729019850492477, 0.11877639591693878, 0.03755675256252289, 0.08230255544185638, 0.04997912049293518, 0.11388066411018372, 0.017056386917829514, 0.09249766916036606, 0.17079561948776245, 0.0009260642691515386, 0.019019335508346558, 0.19184885919094086, 0.06948170810937881, 0.016370754688978195, 0.017483452335000038, 0.07983066886663437, 0.19075410068035126, 0.10196749866008759, 0.06925207376480103, 0.020101366564631462, 9.835355740506202e-05, 0.23974958062171936, 0.10502281785011292, 0.0006701923557557166, 0.02522917464375496, 0.266214519739151, 0.03570805490016937]"
F4,"[0.08385416865348816, 0.03769335895776749, 0.150532528758049, 0.0008834759355522692, 0.21236896514892578, 0.0056821564212441444, 0.13927215337753296, 0.12504591047763824, 0.09407201409339905, 0.04461802542209625, 0.14781776070594788, 0.08918919414281845, 0.11970579624176025, 0.19911335408687592, 0.05997550114989281, 0.14339786767959595, 0.19199451804161072, 0.057775162160396576, 0.21112744510173798, 0.06880486756563187, 0.23597361147403717, 0.059854600578546524, 0.07402771711349487, 0.06432429701089859, 0.09821414947509766, 0.06447338312864304, 0.1154123842716217, 0.10343962162733078, 0.2193908542394638, 0.2138085812330246, 0.15784470736980438, 0.1489376723766327, 0.026992907747626305, 0.008846582844853401, 0.12560828030109406, 0.04291095212101936, 0.05913905054330826, 0.16165636479854584, 0.041095346212387085, 0.12017832696437836, 0.09595592319965363, 0.04225320741534233, 0.21503570675849915, 0.14444436132907867, 0.2591703534126282, 0.014429621398448944, 0.15363319218158722, 0.17030289769172668, 0.08180394768714905, 0.004083521198481321, 0.11670106649398804, 0.21745222806930542, 0.06479737162590027, 0.011910232715308666, 0.06169334053993225, 0.13447684049606323, 0.07916847616434097, 0.015390921384096146, 0.04375932365655899, 0.03387310355901718, 0.22193652391433716, 0.12314477562904358, 0.07012564688920975, 0.19341635704040527, 0.10544180870056152, 0.009371889755129814, 0.10443450510501862, 0.12335328757762909, 0.02989022806286812, 0.10189787298440933, 0.13646385073661804, 0.038109198212623596, 0.18852509558200836, 0.05540960654616356, 0.3411472737789154, 0.07660400867462158, 0.18762917816638947, 0.07655341178178787, 0.19480186700820923, 0.09948007762432098, 0.07344472408294678, 0.2175912708044052, 0.2059498280286789, 0.21579435467720032, 0.051893845200538635, 0.0066277459263801575, 0.017043879255652428, 0.016158660873770714, 0.10801193118095398, 0.06494313478469849, 0.0027292543090879917, 0.017991188913583755, 0.040707871317863464, 0.15237759053707123, 0.06127122789621353, 0.017487144097685814, 0.29203513264656067, 0.1415482759475708, 0.13260455429553986, 0.018514471128582954, 0.045590244233608246, 0.08586890250444412, 0.04890784993767738, 0.12113645672798157, 0.08473112434148788, 0.03184396028518677, 0.012170535512268543, 0.028317157179117203, 0.21035946905612946, 0.05394911766052246, 0.02547074295580387, 0.17413006722927094, 0.0883554071187973, 0.06451307982206345, 0.015540331602096558, 0.005648747086524963, 0.27052465081214905, 0.23969045281410217, 0.018774302676320076, 0.12443811446428299, 0.04700856655836105, 0.08145905286073685, 0.025323644280433655, 0.23900513350963593, 0.12685340642929077, 0.09981443732976913, 0.10960831493139267, 0.0687481239438057]"
F5,"[0.004696675576269627, 0.07756522297859192, 0.05681787431240082, 0.09692974388599396, 0.043303485959768295, 0.12142878025770187, 0.0634421855211258, 0.04751182720065117, 0.07785394042730331, 0.024081317707896233, 0.04961301013827324, 0.045495204627513885, 0.004781251307576895, 0.13216498494148254, 0.04779672622680664, 0.05986684560775757, 0.022658923640847206, 0.11922700703144073, 0.01676246151328087, 0.016645465046167374, 0.04006189480423927, 0.15520311892032623, 0.05896769091486931, 0.0735422894358635, 0.13411195576190948, 0.01151289138942957, 0.0036660803016275167, 0.02380015142261982, 0.15837588906288147, 0.016227256506681442, 0.18575775623321533, 0.03726903721690178, 0.08254347741603851, 0.030177902430295944, 0.09137730300426483, 0.08261055499315262, 0.014227280393242836, 0.2600620687007904, 0.08014537394046783, 0.13316738605499268, 0.02127709612250328, 0.16147182881832123, 0.02972545474767685, 0.002050451934337616, 0.07133688032627106, 0.1269669383764267, 0.03268105536699295, 0.04872271791100502, 0.017512954771518707, 0.09813673794269562, 0.2320488840341568, 0.1274702548980713, 0.12837618589401245, 0.12286845594644547, 0.03937681019306183, 0.1657082736492157, 0.10801447182893753, 0.0926787406206131, 0.24857710301876068, 0.12876607477664948, 0.09119780361652374, 0.11870088428258896, 0.0928308516740799, 0.1853874921798706, 0.00607973150908947, 0.007335097994655371, 0.009213375858962536, 0.04966776445508003, 0.14771303534507751, 0.08312945812940598, 0.013271701522171497, 0.18493607640266418, 0.18117652833461761, 0.015849968418478966, 0.1332738846540451, 0.11426777392625809, 0.0429014153778553, 0.08237584680318832, 0.049364857375621796, 0.11001064628362656, 0.053569529205560684, 0.2558700144290924, 0.06691350787878036, 0.24696114659309387, 0.13131104409694672, 0.07589701563119888, 0.16051743924617767, 0.14602652192115784, 0.16618643701076508, 0.06711816787719727, 0.09433465451002121, 0.0325470045208931, 0.11145207285881042, 0.07374044507741928, 0.004807505290955305, 0.11349392682313919, 0.27703508734703064, 0.05164823308587074, 0.06256420165300369, 0.1495024561882019, 0.20952603220939636, 0.09623254090547562, 0.06326981633901596, 0.06464734673500061, 0.11108968406915665, 0.06377312541007996, 0.06573604792356491, 0.07115613669157028, 0.14011599123477936, 0.053375132381916046, 0.008601738139986992, 0.14507073163986206, 0.04181511327624321, 0.013721171766519547, 0.004310608841478825, 0.003713832003995776, 0.13265343010425568, 0.14058606326580048, 0.022897401824593544, 0.08918002992868423, 0.02034240961074829, 0.027144549414515495, 0.12404496967792511, 0.13974501192569733, 0.026998545974493027, 0.011818655766546726, 0.1200590655207634, 0.09150602668523788]"
F6,"[0.19931192696094513, 0.07960474491119385, 0.06982465088367462, 0.02848926931619644, 0.1518331915140152, 0.13587500154972076, 0.03436068445444107, 0.1378227025270462, 0.05368319898843765, 0.0023368310648947954, 0.05652733892202377, 0.060256898403167725, 0.000395226466935128, 0.07095938920974731, 0.0487511083483696, 0.0038896643090993166, 0.06293290853500366, 0.11692580580711365, 0.14911498129367828, 0.18919719755649567, 0.14247380197048187, 0.004213565494865179, 0.06377162784337997, 0.13872601091861725, 0.01105292048305273, 0.009518038481473923, 0.003609205363318324, 0.09991677850484848, 0.0009799099061638117, 0.006855157669633627, 0.013382570818066597, 0.0028147646225988865, 0.07053333520889282, 0.19947902858257294, 0.1781114935874939, 0.11059533059597015, 0.04900745674967766, 0.07744881510734558, 0.0019982445519417524, 0.01691547967493534, 0.014615408144891262, 0.1189040020108223, 0.03919527307152748, 0.19448526203632355, 0.018861088901758194, 0.12977968156337738, 0.11134207248687744, 0.05878933146595955, 0.1743205338716507, 0.03251522406935692, 0.14948289096355438, 0.0005397503264248371, 0.027541959658265114, 0.01722189411520958, 0.13165205717086792, 0.2606266140937805, 0.153446763753891, 0.033911772072315216, 0.03584762290120125, 0.09942551702260971, 0.13656598329544067, 0.002705196850001812, 0.0023569660261273384, 0.09224187582731247, 0.09862004220485687, 0.052917271852493286, 0.0831606388092041, 0.10725861042737961, 0.10836652666330338, 0.14711453020572662, 0.016225146129727364, 0.046713437885046005, 0.01394848432391882, 0.1463133543729782, 0.11928461492061615, 0.042630307376384735, 0.04517704248428345, 0.11308656632900238, 0.17646944522857666, 0.029535673558712006, 0.040980804711580276, 0.005601825658231974, 0.10613744705915451, 0.10348983854055405, 0.10877121239900589, 0.01860129088163376, 0.03366555646061897, 0.033679019659757614, 0.22233626246452332, 0.04620863124728203, 0.03433150425553322, 0.14815764129161835, 0.13123197853565216, 0.08120960742235184, 0.04754108190536499, 0.024958791211247444, 0.0937981829047203, 0.02799771912395954, 0.1805969476699829, 0.09705489128828049, 0.024958396330475807, 0.16951103508472443, 0.13457871973514557, 0.14324413239955902, 0.1292858123779297, 0.0008119536796584725, 0.026416296139359474, 0.1162334755063057, 0.1023721918463707, 0.0035812915302813053, 0.06995143741369247, 0.00019764831813517958, 0.049695082008838654, 0.14359457790851593, 0.04768315330147743, 0.045280154794454575, 0.10637276619672775, 0.02985294722020626, 0.20085887610912323, 0.0858376994729042, 0.09684164822101593, 0.07509345561265945, 0.047167807817459106, 0.1649261862039566, 0.022002212703227997, 0.1628497987985611, 0.03395336866378784, 0.04723260551691055]"
F7,"[0.15071579813957214, 0.22112588584423065, 0.003916146699339151, 0.015611366368830204, 0.13455356657505035, 0.028787322342395782, 0.054089996963739395, 0.21742205321788788, 0.12259463965892792, 0.16013553738594055, 0.13253319263458252, 0.25103479623794556, 0.09697307646274567, 0.06051699072122574, 0.11695241928100586, 0.04437803477048874, 0.03761795908212662, 0.22758400440216064, 0.013732224702835083, 0.016243739053606987, 0.16306711733341217, 0.05486482381820679, 0.009734396822750568, 0.060884274542331696, 0.03349907323718071, 0.09382518380880356, 0.018673516809940338, 0.11537256836891174, 0.11947821825742722, 0.0035515849012881517, 0.1400558203458786, 0.037033308297395706, 0.13352257013320923, 0.13952603936195374, 0.004332110285758972, 0.06515269726514816, 0.08781416714191437, 0.05149386450648308, 0.062433745712041855, 0.16294904053211212, 0.08144347369670868, 0.12106022238731384, 0.021449999883770943, 0.03393710032105446, 0.05644165351986885, 0.14520445466041565, 0.1017296314239502, 0.00438005942851305, 0.026961106806993484, 0.09262758493423462, 0.09532780200242996, 0.01669841818511486, 0.028093615546822548, 0.01728622429072857, 0.17115822434425354, 0.05895329639315605, 0.21767516434192657, 0.04312271997332573, 0.07056647539138794, 0.07815902680158615, 0.11876016110181808, 0.10080402344465256, 0.08018838614225388, 0.04966626688838005, 0.14779013395309448, 0.038430459797382355, 0.03675196319818497, 0.08148624747991562, 0.0602724514901638, 0.08995351940393448, 0.010496942326426506, 0.032347433269023895, 0.0318988636136055, 0.04886622354388237, 0.08657614886760712, 0.07923359423875809, 0.14189766347408295, 0.16246333718299866, 0.06501537561416626, 0.06570056080818176, 0.0988074541091919, 0.058860525488853455, 0.006650673225522041, 0.0843653678894043, 0.06318745762109756, 0.037597205489873886, 0.10436239093542099, 0.1566881388425827, 0.21387237310409546, 0.1266903430223465, 0.015005899593234062, 0.15077567100524902, 0.0786832645535469, 0.013630538247525692, 0.13575103878974915, 0.0366000160574913, 0.0735764428973198, 0.10224653780460358, 0.055196043103933334, 0.0029496117495000362, 0.12690958380699158, 0.05628349259495735, 0.01993630826473236, 0.08054815232753754, 0.20599915087223053, 0.045729730278253555, 0.039830394089221954, 0.025815263390541077, 0.014621550217270851, 0.03101678006350994, 0.07890671491622925, 0.0510837584733963, 0.09704402089118958, 0.08773642033338547, 0.10053395479917526, 0.04444064199924469, 0.13251739740371704, 0.025250166654586792, 0.10548224300146103, 0.07003282755613327, 0.12258294224739075, 0.0734577476978302, 0.06328803300857544, 0.11912038922309875, 0.12391464412212372, 0.08755051344633102, 0.0997902974486351, 0.06194702908396721]"
F8,"[0.19696566462516785, 0.193137988448143, 0.2017059326171875, 0.26435592770576477, 0.02938205562531948, 0.06696000695228577, 0.22437626123428345, 0.06414315849542618, 0.1679782122373581, 0.2037695050239563, 0.04684305191040039, 0.16315853595733643, 0.11569895595312119, 0.13578206300735474, 0.020138565450906754, 0.1390218734741211, 0.1400202512741089, 0.0688450038433075, 0.08993639051914215, 0.028652360662817955, 0.11510486900806427, 0.14658549427986145, 0.057845767587423325, 0.1254669427871704, 0.11666973680257797, 0.11833860725164413, 0.04059166833758354, 0.24416086077690125, 0.13010872900485992, 0.025119364261627197, 0.159030944108963, 0.05505218729376793, 0.051585953682661057, 0.22664575278759003, 0.029710354283452034, 0.012479170225560665, 0.17870524525642395, 0.11343362182378769, 0.257415235042572, 0.11995299160480499, 0.08103463798761368, 0.04395075887441635, 0.10816247016191483, 0.22291041910648346, 0.27797141671180725, 0.14512097835540771, 0.09324906021356583, 0.08372204005718231, 0.067143015563488, 0.0655551552772522, 0.10216442495584488, 0.08138292282819748, 0.1669510155916214, 0.2189251333475113, 0.15642932057380676, 0.17520883679389954, 0.06148955598473549, 0.0791735127568245, 0.12566158175468445, 0.09390731155872345, 0.04380849748849869, 0.012889272533357143, 0.12613801658153534, 0.13904041051864624, 0.021818086504936218, 0.16322071850299835, 0.3001808524131775, 0.13805966079235077, 0.13611991703510284, 0.10126166045665741, 0.02950749546289444, 0.07112028449773788, 0.06805634498596191, 0.03428565710783005, 0.0025715201627463102, 0.2565160095691681, 0.13320599496364594, 0.005456586834043264, 0.3221612274646759, 0.35305285453796387, 0.020329466089606285, 0.08878633379936218, 0.021052716299891472, 0.16243155300617218, 0.05552596226334572, 0.04751645773649216, 0.0769125372171402, 0.16583845019340515, 0.08159512281417847, 0.3210606276988983, 0.009673453867435455, 0.01597249135375023, 0.015962576493620872, 0.30266597867012024, 0.015636295080184937, 0.1771448403596878, 0.05046878010034561, 0.21805250644683838, 0.1275664120912552, 0.0007156662177294493, 0.048005539923906326, 0.11695776134729385, 0.12011013925075531, 0.12937821447849274, 0.12155638635158539, 0.2771901786327362, 0.13591477274894714, 8.755405724514276e-05, 0.005169179756194353, 0.16165868937969208, 0.17303067445755005, 0.0636308416724205, 0.07142408937215805, 0.05578631907701492, 0.1579046994447708, 0.33675357699394226, 0.24856451153755188, 0.05736369639635086, 0.19896897673606873, 0.02329508401453495, 0.09006372094154358, 0.16477486491203308, 0.15055380761623383, 0.09547632187604904, 0.023185834288597107, 0.15590736269950867, 0.002167504047974944, 0.17817434668540955]"
F9,"[0.03849690034985542, 0.24842092394828796, 0.010137063451111317, 0.2178943157196045, 0.18069592118263245, 0.013814455829560757, 0.22228221595287323, 0.12011022865772247, 0.0008687234367243946, 0.004978061653673649, 0.03740731254220009, 0.009213213808834553, 0.061244357377290726, 0.0937805324792862, 0.013536452315747738, 0.07964614033699036, 0.09528736025094986, 0.05442435294389725, 0.08809708058834076, 0.014339321292936802, 0.3978053033351898, 0.05613648518919945, 0.07041905075311661, 0.10721031576395035, 0.14559078216552734, 0.026633189991116524, 0.007357515394687653, 0.05149305239319801, 0.06846864521503448, 0.07179657369852066, 0.047808967530727386, 0.039247747510671616, 0.0894230529665947, 0.004784213379025459, 0.019984647631645203, 0.012768164277076721, 0.11623115092515945, 0.010244172997772694, 0.2729370892047882, 0.08871899545192719, 0.12134277075529099, 0.04221872612833977, 0.2720947265625, 0.1483096182346344, 0.09873445332050323, 0.07637680321931839, 0.05182897672057152, 0.04108670726418495, 0.16325806081295013, 0.12573747336864471, 0.06113683432340622, 0.026813842356204987, 0.17761921882629395, 0.04224088788032532, 0.16522519290447235, 0.07443654537200928, 0.27335435152053833, 0.22204343974590302, 0.09789280593395233, 0.07094265520572662, 0.04441331699490547, 0.07459903508424759, 0.1938071995973587, 0.13963182270526886, 0.054678935557603836, 0.16646087169647217, 0.15454944968223572, 0.0381607785820961, 0.05047816038131714, 0.24512715637683868, 0.0680379644036293, 0.022613514214754105, 0.2424883246421814, 0.01733897440135479, 0.051312729716300964, 0.047303762286901474, 0.10160332173109055, 0.1324208378791809, 0.032123666256666183, 0.3018987774848938, 0.0858423262834549, 0.10023660957813263, 0.05867708474397659, 0.2587963044643402, 0.03662952780723572, 0.05217693746089935, 0.23885992169380188, 0.09561876207590103, 0.13255850970745087, 0.23274476826190948, 0.009361661970615387, 0.07583741098642349, 0.1465439647436142, 0.03130948543548584, 0.17270052433013916, 0.14495690166950226, 0.14272190630435944, 0.11691532284021378, 0.08334754407405853, 0.08311252295970917, 0.0050683822482824326, 0.07903452962636948, 0.02391989529132843, 0.13099950551986694, 0.05329902097582817, 0.01483169011771679, 0.22800326347351074, 0.0779755637049675, 0.18125973641872406, 0.009590746834874153, 0.01588577590882778, 0.13068510591983795, 0.1041439101099968, 0.017902512103319168, 0.04384875297546387, 0.26394525170326233, 0.05393461510539055, 0.25607141852378845, 0.30103600025177, 0.0007389100501313806, 0.0611443892121315, 0.21729068458080292, 0.2079954296350479, 0.2623400390148163, 0.15175370872020721, 0.12470996379852295, 0.2942187190055847, 0.10893692821264267]"
F10,"[0.03441525623202324, 0.007161096204072237, 0.010532116517424583, 0.15205197036266327, 0.011214260943233967, 0.025483550503849983, 0.014630468562245369, 0.03913123905658722, 0.0008942632121033967, 0.11198864877223969, 0.1284467875957489, 0.05058763548731804, 0.005331996362656355, 0.04931618273258209, 0.13304436206817627, 0.017249668017029762, 0.011351695284247398, 0.026813076809048653, 0.03477508947253227, 0.0633682832121849, 0.051888398826122284, 0.0634848028421402, 0.013162929564714432, 0.07625935971736908, 0.13983869552612305, 0.10125574469566345, 0.029931308701634407, 0.01272735744714737, 0.01960274949669838, 0.024720484390854836, 0.07658568769693375, 0.05219511315226555, 0.04485214129090309, 0.22420397400856018, 0.04466619715094566, 0.049794383347034454, 0.011517652310431004, 0.0755663514137268, 0.1709766685962677, 0.11806920170783997, 0.026198480278253555, 0.12773950397968292, 0.030317964032292366, 0.08817734569311142, 0.14928694069385529, 0.03148490563035011, 0.0057798889465630054, 0.002918165409937501, 0.12794184684753418, 0.06859514117240906, 0.04235081374645233, 0.04317687079310417, 0.022400325164198875, 0.03342459723353386, 0.00971012283116579, 0.1172260120511055, 0.009329656139016151, 0.012967179529368877, 0.07141730189323425, 0.053201355040073395, 0.05589800328016281, 0.13018140196800232, 0.168699249625206, 0.05081271752715111, 0.09434553980827332, 0.024295860901474953, 0.035219136625528336, 0.03503456711769104, 0.07780566811561584, 0.02496197819709778, 0.10815490782260895, 0.05151934176683426, 0.11551030725240707, 0.029000654816627502, 0.14058169722557068, 0.08491196483373642, 0.10539357364177704, 0.07098478078842163, 0.004017771687358618, 0.06089119613170624, 0.018922029063105583, 0.07390797883272171, 0.04898589476943016, 0.05438252538442612, 0.006093827076256275, 0.07600557059049606, 0.07262282818555832, 0.022454412654042244, 0.0012020306894555688, 0.05141014978289604, 0.01438674982637167, 0.06750531494617462, 0.056796930730342865, 0.13100500404834747, 0.04195206239819527, 0.15415851771831512, 0.014711844734847546, 0.0645999014377594, 0.0407879464328289, 0.03937986120581627, 0.05068293958902359, 0.050414178520441055, 0.01484740525484085, 0.05922778695821762, 0.03616635873913765, 0.019506065174937248, 0.008889281190931797, 0.08184748142957687, 0.03568113222718239, 0.11419036239385605, 0.11257793754339218, 0.029732128605246544, 0.02629721164703369, 0.048358041793107986, 0.058272264897823334, 0.11139228194952011, 0.0037435085978358984, 0.08969142287969589, 0.017520995810627937, 0.09670881181955338, 0.03436920791864395, 0.04172110557556152, 0.08831727504730225, 0.034322671592235565, 0.10159595310688019, 0.04385848343372345, 0.11332529783248901, 0.17541861534118652]"
