feature_18,feature_45,feature_68,feature_23,feature_64,feature_63,feature_13,feature_48,feature_17,feature_60,feature_24,feature_16,feature_22,feature_3,feature_32,feature_41,feature_36,feature_77,feature_54,feature_71,feature_14,feature_67,feature_37,feature_1,feature_47,feature_15,feature_46,feature_58,feature_62,feature_8,feature_11,target
2.308745322,0.84272515,0.18885166,0.178944258,2.014874607,1.603309981,0.402698444,0.29469997,1.877683671,0.14275561,1.866358085,0.605672641,0.369608036,0.4301753,3.037620642,0.339570613,0.825192043,1.67565235,0.106305209,0.106305209,0.296927319,0.831556503,0.576915501,0.503643884,1.443090669,1.022060272,0.192608387,0.115290892,0.247537821,2.373744337,0.687906244,1
2.043036519,0.847614612,0.200403601,0.17367967,2.004605195,1.671737556,0.385986773,0.294059816,1.725773986,0.142036635,1.761046679,0.587558708,0.356177514,0.411770344,2.921882488,0.321959168,0.761717627,1.743609645,0.106592156,0.106592156,0.281318892,0.849270413,0.545097287,0.51461708,1.439459795,0.956675932,0.194815275,0.118234503,0.257632205,2.292149909,0.69500623,1
2.017983547,0.856165847,0.193684548,0.173904725,2.016830519,1.663549904,0.381002487,0.301880744,1.731872967,0.142444967,1.765544289,0.602448823,0.36808877,0.418308781,2.944136216,0.3130859,0.757030802,1.926426587,0.108303056,0.108303056,0.28171035,0.846708698,0.543619667,0.509183088,1.52436418,1.003634972,0.200737337,0.117760205,0.255343022,2.283336522,0.677348383,1
2.132754174,0.760233521,0.192111873,0.179448894,1.957233046,1.484624262,0.37708701,0.29638178,1.566852179,0.145068223,1.286276639,0.520293199,0.362970001,0.358626307,2.500203611,0.328491923,0.746979775,1.700563438,0.103183762,0.103183762,0.313831953,0.833276763,0.54676259,0.442106692,1.612382051,0.875390254,0.184169439,0.117439413,0.251103116,2.152300801,0.583276775,1
2.013696791,0.768112919,0.205604228,0.174835504,2.009108608,1.534835211,0.363502081,0.29682937,1.480059084,0.140870533,1.324694508,0.507989795,0.355310863,0.358802202,2.456559688,0.312206258,0.691956493,1.839730218,0.104783757,0.104783757,0.277964281,0.878667779,0.536860481,0.434940244,1.645807259,0.864912045,0.185718259,0.116047838,0.25177305,2.134013697,0.550960118,1
1.968275306,0.77969457,0.190469457,0.179728458,2.003535068,1.507777149,0.363892996,0.28803733,1.538244388,0.13645362,1.227449926,0.521306627,0.357171663,0.36738809,2.467132679,0.303132141,0.674418605,1.816388575,0.106476244,0.106476244,0.26683694,0.843679299,0.539723081,0.447506385,1.634615385,0.85912085,0.186792986,0.115243213,0.244485294,2.14128243,0.566339562,1
2.01257071,0.70224765,0.181610135,0.186046512,1.861708214,1.338782182,0.37115022,0.292194524,1.494814582,0.144830405,1.10779384,0.485386549,0.359522313,0.342708988,2.288812068,0.329352608,0.757542426,1.528483858,0.097834083,0.097834083,0.277655563,0.798283613,0.558610937,0.428032684,1.773845525,0.844280327,0.177033102,0.114752758,0.238005721,2.012413576,0.509899434,1
1.85703317,0.681940928,0.191561181,0.171836609,1.969451477,1.386075949,0.358875921,0.288523207,1.409398034,0.13443038,1.077395577,0.478501229,0.360718673,0.327702703,2.281173219,0.298525799,0.695178133,1.652658228,0.099493671,0.099493671,0.256449631,0.843966245,0.525030713,0.416922604,1.795780591,0.818642506,0.174599156,0.116202532,0.241434599,2.007985258,0.501074939,1
1.822070766,0.710808011,0.186377762,0.170388631,1.958736188,1.404178177,0.337006961,0.294457873,1.341792343,0.132596685,1.008845708,0.458961717,0.328886311,0.317720418,2.139211137,0.279292343,0.636890951,1.834599448,0.105145028,0.105145028,0.242604408,0.83218232,0.484918794,0.386310905,1.805248619,0.748259861,0.167472376,0.116799033,0.236015193,1.861513921,0.476653132,1
1.783249243,0.637927158,0.189523381,0.198385469,1.818907374,1.288669065,0.368314834,0.301821043,1.355398587,0.148156475,0.906155399,0.44419778,0.392129162,0.362462159,1.922906155,0.336024218,0.742078708,1.516861511,0.09330036,0.09330036,0.283753784,0.803394784,0.553178607,0.380827447,1.926596223,0.743491423,0.175584532,0.126573741,0.244829137,1.717860747,0.455499495,1
1.756132171,0.662097327,0.190769934,0.196229475,1.861549006,1.326707791,0.3794851,0.298377884,1.297993108,0.134110121,0.891952159,0.449422258,0.362659639,0.327792418,1.957834989,0.323535374,0.693087371,1.613548092,0.094356865,0.094356865,0.271234543,0.842472013,0.54672613,0.366511251,1.902901531,0.765659842,0.173292209,0.119716701,0.250628284,1.724508413,0.461179809,1
1.690812721,0.675065058,0.194819021,0.197879859,1.913532056,1.30305181,0.361405575,0.306837,1.250098155,0.141116631,0.862583431,0.443855516,0.344719278,0.355123675,1.887711033,0.319199058,0.666274048,1.722971374,0.098414952,0.098414952,0.26442874,0.836172226,0.529053789,0.364153907,2.001656021,0.743031017,0.180151408,0.115448308,0.249704282,1.672555948,0.447192776,1
1.737701486,0.589502762,0.203314917,0.199288256,1.760635359,1.251933702,0.340590329,0.279696133,1.226711325,0.14198895,0.869583421,0.417416789,0.339543647,0.312539251,1.749214988,0.332426209,0.690391459,1.426933702,0.097651934,0.097651934,0.256018422,0.80980663,0.528155746,0.364873351,1.904005525,0.723047938,0.167403315,0.126657459,0.277624309,1.508687461,0.471844254,1
1.686083457,0.611165799,0.190127971,0.214573184,1.792434257,1.288707636,0.36030502,0.283785684,1.197203982,0.136127127,0.814022453,0.41897903,0.347172209,0.31095107,1.770599449,0.321965685,0.68904893,1.500070314,0.094642104,0.094642104,0.262868036,0.832794262,0.524041517,0.381910612,1.972577697,0.755348443,0.170862045,0.123892561,0.252003938,1.50900233,0.463249312,1
1.655781475,0.626361032,0.193839542,0.18402136,1.764756447,1.251289398,0.325734237,0.285816619,1.158143356,0.136962751,0.789484494,0.410556582,0.359416718,0.344629287,1.710002054,0.336414048,0.657013761,1.613896848,0.099140401,0.099140401,0.279523516,0.806160458,0.519203122,0.37440953,1.959455587,0.695830766,0.161031519,0.118481375,0.249283668,1.444239063,0.426987061,1
